txn_id,date,season,gid,farmer_id,txn_type,item,qty_tons,rate_inr,amount_inr
T015594,2021-06-18,2021-K,BRD-DWS,F01990,INPUT_PURCHASE,Fertilizer,0.237,56.0,13388.0
T015236,2021-06-18,2021-K,BRD-UJN,F01794,INPUT_PURCHASE,Seeds,0.066,47.08,3107.28
T014342,2021-06-18,2021-K,BRD-AMT,F01216,INPUT_PURCHASE,Seeds,0.267,95.0,25442.0
T014065,2021-06-19,2021-K,BRD-YTM,F01071,INPUT_PURCHASE,Fertilizer,0.19,45.53,8650.7
T015699,2021-06-19,2021-K,BRD-DWS,F02060,INPUT_PURCHASE,Fertilizer,0.289,50.0,14392.0
T014131,2021-06-19,2021-K,BRD-YTM,F01104,INPUT_PURCHASE,Plant Protection,0.313,697.48,218311.24
T015891,2021-06-19,2021-K,BRD-RTL,F02149,INPUT_PURCHASE,Other,0.137,503.5,68979.5
T015634,2021-06-19,2021-K,BRD-DWS,F02022,INPUT_PURCHASE,Seeds,0.104,98.0,10165.0
T015330,2021-06-19,2021-K,BRD-UJN,F01849,INPUT_PURCHASE,Plant Protection,0.134,630.52,84489.68
T014210,2021-06-19,2021-K,BRD-YTM,F01141,INPUT_PURCHASE,Plant Protection,0.176,269.22,47382.72
T016083,2021-06-19,2021-K,BRD-NSK,F02248,INPUT_PURCHASE,Fertilizer,0.163,52.34,8531.42
T014790,2021-06-19,2021-K,BRD-AUR,F01527,INPUT_PURCHASE,Seeds,0.202,97.1,19614.2
T015744,2021-06-19,2021-K,BRD-RTL,F02076,INPUT_PURCHASE,Fertilizer,0.238,43.79,10422.02
T014633,2021-06-19,2021-K,BRD-NSK,F01396,INPUT_PURCHASE,Plant Protection,0.231,595.74,137615.94
T014425,2021-06-19,2021-K,BRD-AMT,F01276,INPUT_PURCHASE,Fertilizer,0.277,44.0,12299.0
T016129,2021-06-19,2021-K,BRD-AUR,F02273,INPUT_PURCHASE,Fertilizer,0.033,36.75,1212.75
T016374,2021-06-19,2021-K,BRD-AUR,F02378,INPUT_PURCHASE,Seeds,0.148,90.78,13435.44
T016017,2021-06-19,2021-K,BRD-RTL,F02211,INPUT_PURCHASE,Fertilizer,0.296,59.8,17700.8
T015919,2021-06-19,2021-K,BRD-RTL,F02162,INPUT_PURCHASE,Plant Protection,0.182,120.48,21927.36
T015822,2021-06-19,2021-K,BRD-RTL,F02107,INPUT_PURCHASE,Fertilizer,0.207,51.98,10759.86
T015706,2021-06-19,2021-K,BRD-RTL,F02064,INPUT_PURCHASE,Seeds,0.125,73.41,9176.25
T014602,2021-06-19,2021-K,BRD-NSK,F01384,INPUT_PURCHASE,Seeds,0.222,59.59,13228.98
T013973,2021-06-19,2021-K,BRD-YTM,F01017,INPUT_PURCHASE,Seeds,0.209,56.17,11739.53
T014944,2021-06-19,2021-K,BRD-AUR,F01607,INPUT_PURCHASE,Fertilizer,0.303,36.55,11074.65
T015971,2021-06-19,2021-K,BRD-RTL,F02195,INPUT_PURCHASE,Seeds,0.305,54.33,16570.65
T016077,2021-06-20,2021-K,BRD-AUR,F02245,INPUT_PURCHASE,Seeds,0.271,104.73,28381.83
T014478,2021-06-20,2021-K,BRD-NSK,F01307,INPUT_PURCHASE,Fertilizer,0.104,29.19,3035.76
T015324,2021-06-20,2021-K,BRD-UJN,F01848,INPUT_PURCHASE,Fertilizer,0.201,46.22,9290.22
T014232,2021-06-20,2021-K,BRD-YTM,F01149,INPUT_PURCHASE,Fertilizer,0.06,30.84,1850.4
T014708,2021-06-20,2021-K,BRD-NSK,F01450,LOAN_REPAY,Loan EMI,,,5300.0
T014623,2021-06-20,2021-K,BRD-NSK,F01395,INPUT_PURCHASE,Plant Protection,0.25,178.12,44530.0
T015216,2021-06-20,2021-K,BRD-UJN,F01786,INPUT_PURCHASE,Fertilizer,0.252,43.76,11027.52
T014583,2021-06-20,2021-K,BRD-NSK,F01378,INPUT_PURCHASE,Other,0.103,582.26,59972.78
T014219,2021-06-20,2021-K,BRD-YTM,F01146,INPUT_PURCHASE,Fertilizer,0.232,41.34,9590.88
T016345,2021-06-20,2021-K,BRD-YTM,F02368,INPUT_PURCHASE,Fertilizer,0.108,54.3,5864.4
T015698,2021-06-20,2021-K,BRD-DWS,F02060,INPUT_PURCHASE,Fertilizer,0.047,58.0,2733.0
T014561,2021-06-20,2021-K,BRD-NSK,F01364,INPUT_PURCHASE,Seeds,0.296,60.05,17774.8
T015190,2021-06-20,2021-K,BRD-UJN,F01780,INPUT_PURCHASE,Seeds,0.039,106.7,4161.3
T014407,2021-06-20,2021-K,BRD-AMT,F01264,INPUT_PURCHASE,Seeds,0.102,111.0,11351.0
T014321,2021-06-20,2021-K,BRD-AMT,F01206,INPUT_PURCHASE,Seeds,0.086,77.0,6662.0
T015101,2021-06-20,2021-K,BRD-IND,F01718,INPUT_PURCHASE,Fertilizer,0.125,59.0,7430.0
T015990,2021-06-20,2021-K,BRD-RTL,F02202,INPUT_PURCHASE,Seeds,0.194,126.13,24469.22
T015535,2021-06-20,2021-K,BRD-DWS,F01958,INPUT_PURCHASE,Seeds,0.218,113.0,24643.0
T015086,2021-06-20,2021-K,BRD-IND,F01707,INPUT_PURCHASE,Seeds,0.137,52.0,7145.0
T014781,2021-06-20,2021-K,BRD-AUR,F01514,INPUT_PURCHASE,Fertilizer,0.228,53.78,12261.84
T016019,2021-06-20,2021-K,BRD-RTL,F02211,INPUT_PURCHASE,Fertilizer,0.216,40.29,8702.64
T014450,2021-06-20,2021-K,BRD-AMT,F01288,INPUT_PURCHASE,Fertilizer,0.184,33.0,5995.0
T015151,2021-06-20,2021-K,BRD-IND,F01747,INPUT_PURCHASE,Fertilizer,0.314,30.0,9354.0
T016211,2021-06-20,2021-K,BRD-RTL,F02308,INPUT_PURCHASE,Plant Protection,0.05,320.74,16037.0
T014275,2021-06-20,2021-K,BRD-AMT,F01172,INPUT_PURCHASE,Fertilizer,0.092,53.0,4903.0
T014266,2021-06-20,2021-K,BRD-AMT,F01170,INPUT_PURCHASE,Fertilizer,0.246,58.0,14293.0
T015884,2021-06-20,2021-K,BRD-RTL,F02146,INPUT_PURCHASE,Plant Protection,0.03,372.64,11179.2
T016336,2021-06-20,2021-K,BRD-RTL,F02365,INPUT_PURCHASE,Seeds,0.161,123.41,19869.01
T014159,2021-06-20,2021-K,BRD-YTM,F01112,INPUT_PURCHASE,Seeds,0.197,114.92,22639.24
T016200,2021-06-20,2021-K,BRD-AMT,F02305,INPUT_PURCHASE,Fertilizer,0.191,55.0,10578.0
T014982,2021-06-20,2021-K,BRD-IND,F01638,INPUT_PURCHASE,Plant Protection,0.184,332.0,61108.0
T015949,2021-06-20,2021-K,BRD-RTL,F02181,INPUT_PURCHASE,Seeds,0.079,65.66,5187.14
T014840,2021-06-20,2021-K,BRD-AUR,F01556,INPUT_PURCHASE,Fertilizer,0.108,43.18,4663.44
T015365,2021-06-20,2021-K,BRD-UJN,F01875,INPUT_PURCHASE,Seeds,0.071,96.83,6874.93
T015370,2021-06-20,2021-K,BRD-UJN,F01876,INPUT_PURCHASE,Fertilizer,0.123,38.72,4762.56
T014724,2021-06-21,2021-K,BRD-AUR,F01470,INPUT_PURCHASE,Seeds,0.049,55.62,2725.38
T015356,2021-06-21,2021-K,BRD-UJN,F01867,INPUT_PURCHASE,Seeds,0.079,103.03,8139.37
T015978,2021-06-21,2021-K,BRD-RTL,F02196,INPUT_PURCHASE,Seeds,0.24,98.4,23616.0
T015198,2021-06-21,2021-K,BRD-UJN,F01782,INPUT_PURCHASE,Fertilizer,0.23,48.78,11219.4
T014677,2021-06-21,2021-K,BRD-NSK,F01425,INPUT_PURCHASE,Other,0.223,409.88,91403.24
T014814,2021-06-21,2021-K,BRD-AUR,F01542,INPUT_PURCHASE,Seeds,0.195,47.19,9202.05
T014938,2021-06-21,2021-K,BRD-AUR,F01606,INPUT_PURCHASE,Plant Protection,0.218,593.36,129352.48
T015071,2021-06-21,2021-K,BRD-IND,F01696,INPUT_PURCHASE,Seeds,0.124,55.0,6764.0
T015956,2021-06-21,2021-K,BRD-RTL,F02184,LOAN_REPAY,Loan EMI,,,1000.0
T016448,2021-06-21,2021-K,BRD-AUR,F02400,INPUT_PURCHASE,Fertilizer,0.08,42.87,3429.6
T014195,2021-06-21,2021-K,BRD-YTM,F01133,LOAN_REPAY,Loan EMI,,,1600.0
T016324,2021-06-21,2021-K,BRD-NSK,F02359,INPUT_PURCHASE,Fertilizer,0.039,39.58,1543.62
T014689,2021-06-21,2021-K,BRD-NSK,F01432,INPUT_PURCHASE,Fertilizer,0.233,45.26,10545.58
T015054,2021-06-21,2021-K,BRD-IND,F01692,INPUT_PURCHASE,Fertilizer,0.297,53.0,15679.0
T015881,2021-06-21,2021-K,BRD-RTL,F02145,INPUT_PURCHASE,Fertilizer,0.311,28.94,9000.34
T016392,2021-06-21,2021-K,BRD-RTL,F02383,INPUT_PURCHASE,Fertilizer,0.167,49.28,8229.76
T014634,2021-06-21,2021-K,BRD-NSK,F01396,INPUT_PURCHASE,Fertilizer,0.095,56.22,5340.9
T014476,2021-06-21,2021-K,BRD-NSK,F01303,INPUT_PURCHASE,Seeds,0.15,106.41,15961.5
T014267,2021-06-21,2021-K,BRD-AMT,F01170,INPUT_PURCHASE,Seeds,0.12,104.0,12460.0
T014121,2021-06-21,2021-K,BRD-YTM,F01099,INPUT_PURCHASE,Fertilizer,0.211,45.18,9532.98
T014426,2021-06-21,2021-K,BRD-AMT,F01276,INPUT_PURCHASE,Other,0.056,456.0,25556.0
T014729,2021-06-21,2021-K,BRD-AUR,F01476,INPUT_PURCHASE,Seeds,0.07,100.06,7004.2
T015145,2021-06-21,2021-K,BRD-IND,F01743,INPUT_PURCHASE,Fertilizer,0.086,50.0,4303.0
T015758,2021-06-21,2021-K,BRD-RTL,F02083,INPUT_PURCHASE,Plant Protection,0.236,683.3,161258.8
T016396,2021-06-22,2021-K,BRD-DWS,F02384,INPUT_PURCHASE,Fertilizer,0.201,55.0,11079.0
T015621,2021-06-22,2021-K,BRD-DWS,F02013,INPUT_PURCHASE,Fertilizer,0.224,52.0,11673.0
T014768,2021-06-22,2021-K,BRD-AUR,F01509,INPUT_PURCHASE,Fertilizer,0.304,54.63,16607.52
T014415,2021-06-22,2021-K,BRD-AMT,F01274,INPUT_PURCHASE,Seeds,0.17,118.0,20079.0
T015953,2021-06-22,2021-K,BRD-RTL,F02184,INPUT_PURCHASE,Fertilizer,0.042,56.24,2362.08
T014567,2021-06-22,2021-K,BRD-NSK,F01369,INPUT_PURCHASE,Seeds,0.163,45.71,7450.73
T014538,2021-06-22,2021-K,BRD-NSK,F01342,INPUT_PURCHASE,Plant Protection,0.124,278.33,34512.92
T016449,2021-06-22,2021-K,BRD-AUR,F02400,INPUT_PURCHASE,Seeds,0.087,59.25,5154.75
T015553,2021-06-22,2021-K,BRD-DWS,F01969,INPUT_PURCHASE,Seeds,0.144,123.0,17745.0
T015096,2021-06-22,2021-K,BRD-IND,F01714,INPUT_PURCHASE,Fertilizer,0.279,32.0,8987.0
T015580,2021-06-22,2021-K,BRD-DWS,F01979,INPUT_PURCHASE,Plant Protection,0.155,443.0,68702.0
T014637,2021-06-22,2021-K,BRD-NSK,F01398,INPUT_PURCHASE,Fertilizer,0.178,31.57,5619.46
T015076,2021-06-22,2021-K,BRD-IND,F01702,INPUT_PURCHASE,Fertilizer,0.086,37.0,3222.0
T016346,2021-06-22,2021-K,BRD-YTM,F02368,INPUT_PURCHASE,Fertilizer,0.3,48.0,14400.0
T014962,2021-06-22,2021-K,BRD-IND,F01630,INPUT_PURCHASE,Fertilizer,0.272,28.0,7738.0
T016358,2021-06-22,2021-K,BRD-AUR,F02373,INPUT_PURCHASE,Plant Protection,0.196,410.94,80544.24
T016051,2021-06-22,2021-K,BRD-NSK,F02237,INPUT_PURCHASE,Fertilizer,0.065,37.16,2415.4
T016134,2021-06-22,2021-K,BRD-UJN,F02274,INPUT_PURCHASE,Plant Protection,0.24,441.92,106060.8
T016000,2021-06-22,2021-K,BRD-RTL,F02208,INPUT_PURCHASE,Other,0.075,207.19,15539.25
T016056,2021-06-22,2021-K,BRD-UJN,F02239,INPUT_PURCHASE,Seeds,0.275,46.35,12746.25
T015603,2021-06-22,2021-K,BRD-DWS,F01994,INPUT_PURCHASE,Seeds,0.211,75.0,15810.0
T014795,2021-06-22,2021-K,BRD-AUR,F01530,INPUT_PURCHASE,Fertilizer,0.093,37.36,3474.48
T015199,2021-06-22,2021-K,BRD-UJN,F01782,INPUT_PURCHASE,Other,0.25,688.65,172162.5
T016411,2021-06-23,2021-K,BRD-IND,F02389,INPUT_PURCHASE,Fertilizer,0.291,45.0,13238.0
T015762,2021-06-23,2021-K,BRD-RTL,F02085,INPUT_PURCHASE,Fertilizer,0.291,33.42,9725.22
T015742,2021-06-23,2021-K,BRD-RTL,F02076,INPUT_PURCHASE,Fertilizer,0.164,56.6,9282.4
T014860,2021-06-23,2021-K,BRD-AUR,F01569,INPUT_PURCHASE,Fertilizer,0.313,30.52,9552.76
T014863,2021-06-23,2021-K,BRD-AUR,F01569,INPUT_PURCHASE,Other,0.064,610.29,39058.56
T015798,2021-06-23,2021-K,BRD-RTL,F02096,LOAN_REPAY,Loan EMI,,,7900.0
T015938,2021-06-23,2021-K,BRD-RTL,F02179,INPUT_PURCHASE,Fertilizer,0.028,47.26,1323.28
T014984,2021-06-23,2021-K,BRD-IND,F01638,INPUT_PURCHASE,Fertilizer,0.198,54.0,10631.0
T015378,2021-06-23,2021-K,BRD-UJN,F01881,INPUT_PURCHASE,Plant Protection,0.191,623.02,118996.82
T016147,2021-06-23,2021-K,BRD-AUR,F02281,INPUT_PURCHASE,Seeds,0.297,98.77,29334.69
T016136,2021-06-23,2021-K,BRD-UJN,F02274,INPUT_PURCHASE,Fertilizer,0.076,35.8,2720.8
T016288,2021-06-23,2021-K,BRD-DWS,F02342,INPUT_PURCHASE,Seeds,0.257,98.0,25181.0
T014917,2021-06-23,2021-K,BRD-AUR,F01595,INPUT_PURCHASE,Other,0.03,633.61,19008.3
T015029,2021-06-23,2021-K,BRD-IND,F01670,INPUT_PURCHASE,Seeds,0.167,111.0,18472.0
T016389,2021-06-23,2021-K,BRD-YTM,F02382,INPUT_PURCHASE,Fertilizer,0.144,31.88,4590.72
T014053,2021-06-23,2021-K,BRD-YTM,F01063,INPUT_PURCHASE,Fertilizer,0.036,58.19,2094.84
T015566,2021-06-23,2021-K,BRD-DWS,F01974,INPUT_PURCHASE,Fertilizer,0.064,34.0,2148.0
T015031,2021-06-23,2021-K,BRD-IND,F01670,INPUT_PURCHASE,Fertilizer,0.145,57.0,8258.0
T015608,2021-06-23,2021-K,BRD-DWS,F01998,INPUT_PURCHASE,Fertilizer,0.042,30.0,1268.0
T015328,2021-06-23,2021-K,BRD-UJN,F01849,INPUT_PURCHASE,Fertilizer,0.073,41.82,3052.86
T015686,2021-06-23,2021-K,BRD-DWS,F02054,INPUT_PURCHASE,Seeds,0.316,104.0,32832.0
T015078,2021-06-24,2021-K,BRD-IND,F01703,INPUT_PURCHASE,Seeds,0.072,51.0,3656.0
T015915,2021-06-24,2021-K,BRD-RTL,F02161,INPUT_PURCHASE,Seeds,0.046,75.0,3450.0
T013965,2021-06-24,2021-K,BRD-YTM,F01013,INPUT_PURCHASE,Seeds,0.309,77.47,23938.23
T014366,2021-06-24,2021-K,BRD-AMT,F01228,INPUT_PURCHASE,Fertilizer,0.29,34.0,9985.0
T014252,2021-06-24,2021-K,BRD-AMT,F01160,INPUT_PURCHASE,Fertilizer,0.195,40.0,7864.0
T014888,2021-06-24,2021-K,BRD-AUR,F01582,INPUT_PURCHASE,Fertilizer,0.199,38.59,7679.41
T015771,2021-06-24,2021-K,BRD-RTL,F02088,INPUT_PURCHASE,Fertilizer,0.121,47.92,5798.32
T014604,2021-06-24,2021-K,BRD-NSK,F01385,INPUT_PURCHASE,Fertilizer,0.078,52.92,4127.76
T014590,2021-06-24,2021-K,BRD-NSK,F01379,INPUT_PURCHASE,Fertilizer,0.148,44.78,6627.44
T014714,2021-06-24,2021-K,BRD-NSK,F01457,INPUT_PURCHASE,Seeds,0.306,60.18,18415.08
T014799,2021-06-24,2021-K,BRD-AUR,F01535,INPUT_PURCHASE,Fertilizer,0.277,31.92,8841.84
T015906,2021-06-24,2021-K,BRD-RTL,F02157,LOAN_REPAY,Loan EMI,,,6700.0
T014465,2021-06-24,2021-K,BRD-AMT,F01297,INPUT_PURCHASE,Seeds,0.077,49.0,3743.0
T015859,2021-06-24,2021-K,BRD-RTL,F02137,INPUT_PURCHASE,Fertilizer,0.147,54.55,8018.85
T015180,2021-06-24,2021-K,BRD-UJN,F01772,INPUT_PURCHASE,Seeds,0.133,98.25,13067.25
T015219,2021-06-24,2021-K,BRD-UJN,F01787,INPUT_PURCHASE,Fertilizer,0.316,33.95,10728.2
T015851,2021-06-24,2021-K,BRD-RTL,F02134,INPUT_PURCHASE,Seeds,0.253,88.52,22395.56
T016170,2021-06-25,2021-K,BRD-NSK,F02294,INPUT_PURCHASE,Fertilizer,0.064,40.13,2568.32
T015796,2021-06-25,2021-K,BRD-RTL,F02096,INPUT_PURCHASE,Fertilizer,0.192,44.35,8515.2
T014815,2021-06-25,2021-K,BRD-AUR,F01542,INPUT_PURCHASE,Fertilizer,0.223,57.61,12847.03
T015386,2021-06-25,2021-K,BRD-UJN,F01885,INPUT_PURCHASE,Seeds,0.061,76.72,4679.92
T015377,2021-06-25,2021-K,BRD-UJN,F01881,INPUT_PURCHASE,Seeds,0.08,117.3,9384.0
T014183,2021-06-25,2021-K,BRD-YTM,F01122,INPUT_PURCHASE,Fertilizer,0.169,57.35,9692.15
T015516,2021-06-25,2021-K,BRD-DWS,F01948,INPUT_PURCHASE,Fertilizer,0.078,53.0,4099.0
T014810,2021-06-25,2021-K,BRD-AUR,F01538,INPUT_PURCHASE,Seeds,0.21,118.26,24834.6
T015113,2021-06-25,2021-K,BRD-IND,F01722,INPUT_PURCHASE,Plant Protection,0.251,537.0,134672.0
T013964,2021-06-25,2021-K,BRD-YTM,F01013,INPUT_PURCHASE,Fertilizer,0.269,35.78,9624.82
T014713,2021-06-25,2021-K,BRD-NSK,F01457,INPUT_PURCHASE,Seeds,0.065,118.59,7708.35
T014660,2021-06-25,2021-K,BRD-NSK,F01414,INPUT_PURCHASE,Plant Protection,0.312,559.91,174691.92
T014913,2021-06-25,2021-K,BRD-AUR,F01593,INPUT_PURCHASE,Fertilizer,0.164,56.95,9339.8
T014400,2021-06-25,2021-K,BRD-AMT,F01251,INPUT_PURCHASE,Seeds,0.033,66.0,2178.0
T013991,2021-06-25,2021-K,BRD-YTM,F01022,INPUT_PURCHASE,Seeds,0.125,77.49,9686.25
T016394,2021-06-25,2021-K,BRD-DWS,F02384,INPUT_PURCHASE,Fertilizer,0.133,34.0,4457.0
T013994,2021-06-25,2021-K,BRD-YTM,F01023,INPUT_PURCHASE,Seeds,0.107,49.75,5323.25
T015038,2021-06-25,2021-K,BRD-IND,F01675,INPUT_PURCHASE,Fertilizer,0.179,35.0,6292.0
T014710,2021-06-25,2021-K,BRD-NSK,F01453,INPUT_PURCHASE,Fertilizer,0.089,41.31,3676.59
T015510,2021-06-26,2021-K,BRD-DWS,F01940,INPUT_PURCHASE,Seeds,0.204,94.0,19196.0
T014395,2021-06-26,2021-K,BRD-AMT,F01249,INPUT_PURCHASE,Plant Protection,0.242,205.0,49533.0
T015457,2021-06-26,2021-K,BRD-DWS,F01918,INPUT_PURCHASE,Fertilizer,0.249,40.0,9873.0
T015529,2021-06-26,2021-K,BRD-DWS,F01952,INPUT_PURCHASE,Plant Protection,0.284,474.0,134704.0
T014060,2021-06-26,2021-K,BRD-YTM,F01070,INPUT_PURCHASE,Seeds,0.128,104.05,13318.4
T015478,2021-06-26,2021-K,BRD-DWS,F01925,INPUT_PURCHASE,Fertilizer,0.036,32.0,1156.0
T015393,2021-06-26,2021-K,BRD-UJN,F01890,INPUT_PURCHASE,Fertilizer,0.176,58.78,10345.28
T014221,2021-06-26,2021-K,BRD-YTM,F01146,INPUT_PURCHASE,Fertilizer,0.096,45.09,4328.64
T014227,2021-06-26,2021-K,BRD-YTM,F01147,INPUT_PURCHASE,Fertilizer,0.042,54.86,2304.12
T014598,2021-06-26,2021-K,BRD-NSK,F01382,INPUT_PURCHASE,Fertilizer,0.3,28.14,8442.0
T015419,2021-06-26,2021-K,BRD-UJN,F01905,INPUT_PURCHASE,Fertilizer,0.096,38.79,3723.84
T014258,2021-06-26,2021-K,BRD-AMT,F01165,INPUT_PURCHASE,Fertilizer,0.27,28.0,7606.0
T015276,2021-06-26,2021-K,BRD-UJN,F01817,LOAN_REPAY,Loan EMI,,,2000.0
T014360,2021-06-26,2021-K,BRD-AMT,F01227,INPUT_PURCHASE,Seeds,0.025,57.0,1418.0
T016245,2021-06-26,2021-K,BRD-NSK,F02322,LOAN_REPAY,Loan EMI,,,6100.0
T015185,2021-06-26,2021-K,BRD-UJN,F01774,INPUT_PURCHASE,Fertilizer,0.316,50.58,15983.28
T016092,2021-06-26,2021-K,BRD-RTL,F02251,INPUT_PURCHASE,Seeds,0.306,100.59,30780.54
T016148,2021-06-26,2021-K,BRD-AUR,F02281,INPUT_PURCHASE,Fertilizer,0.043,39.34,1691.62
T015140,2021-06-26,2021-K,BRD-IND,F01742,INPUT_PURCHASE,Seeds,0.193,75.0,14398.0
T014872,2021-06-26,2021-K,BRD-AUR,F01576,INPUT_PURCHASE,Fertilizer,0.219,35.94,7870.86
T016442,2021-06-26,2021-K,BRD-RTL,F02398,INPUT_PURCHASE,Fertilizer,0.304,34.19,10393.76
T015900,2021-06-26,2021-K,BRD-RTL,F02154,INPUT_PURCHASE,Fertilizer,0.248,40.61,10071.28
T016463,2021-06-26,2021-K,BRD-NSK,F02405,INPUT_PURCHASE,Seeds,0.257,78.61,20202.77
T015931,2021-06-26,2021-K,BRD-RTL,F02174,INPUT_PURCHASE,Other,0.079,223.32,17642.28
T014755,2021-06-26,2021-K,BRD-AUR,F01499,INPUT_PURCHASE,Plant Protection,0.121,144.36,17467.56
T014797,2021-06-26,2021-K,BRD-AUR,F01530,INPUT_PURCHASE,Fertilizer,0.036,48.13,1732.68
T014824,2021-06-26,2021-K,BRD-AUR,F01547,INPUT_PURCHASE,Fertilizer,0.116,49.65,5759.4
T016457,2021-06-26,2021-K,BRD-RTL,F02403,INPUT_PURCHASE,Fertilizer,0.038,58.09,2207.42
T014959,2021-06-27,2021-K,BRD-IND,F01620,INPUT_PURCHASE,Fertilizer,0.041,45.0,1843.0
T016472,2021-06-27,2021-K,BRD-YTM,F02407,INPUT_PURCHASE,Seeds,0.074,82.54,6107.96
T014504,2021-06-27,2021-K,BRD-NSK,F01319,INPUT_PURCHASE,Plant Protection,0.183,328.95,60197.85
T016350,2021-06-27,2021-K,BRD-AUR,F02369,INPUT_PURCHASE,Plant Protection,0.172,693.9,119350.8
T014990,2021-06-27,2021-K,BRD-IND,F01642,INPUT_PURCHASE,Seeds,0.17,54.0,9132.0
T016409,2021-06-27,2021-K,BRD-NSK,F02388,INPUT_PURCHASE,Plant Protection,0.042,144.13,6053.46
T015016,2021-06-27,2021-K,BRD-IND,F01658,INPUT_PURCHASE,Fertilizer,0.053,52.0,2735.0
T015267,2021-06-27,2021-K,BRD-UJN,F01809,INPUT_PURCHASE,Plant Protection,0.095,688.54,65411.3
T016379,2021-06-27,2021-K,BRD-AMT,F02379,LOAN_REPAY,Loan EMI,,,6700.0
T014659,2021-06-27,2021-K,BRD-NSK,F01414,INPUT_PURCHASE,Fertilizer,0.07,58.45,4091.5
T014594,2021-06-27,2021-K,BRD-NSK,F01380,INPUT_PURCHASE,Plant Protection,0.203,132.1,26816.3
T014048,2021-06-27,2021-K,BRD-YTM,F01058,INPUT_PURCHASE,Seeds,0.085,68.48,5820.8
T016363,2021-06-27,2021-K,BRD-AMT,F02375,INPUT_PURCHASE,Fertilizer,0.093,34.0,3151.0
T015943,2021-06-27,2021-K,BRD-RTL,F02180,INPUT_PURCHASE,Seeds,0.171,77.19,13199.49
T015885,2021-06-27,2021-K,BRD-RTL,F02146,INPUT_PURCHASE,Seeds,0.285,62.98,17949.3
T015442,2021-06-27,2021-K,BRD-DWS,F01914,INPUT_PURCHASE,Seeds,0.264,88.0,23235.0
T014811,2021-06-27,2021-K,BRD-AUR,F01538,INPUT_PURCHASE,Seeds,0.118,50.16,5918.88
T014759,2021-06-27,2021-K,BRD-AUR,F01501,INPUT_PURCHASE,Other,0.157,185.52,29126.64
T014259,2021-06-27,2021-K,BRD-AMT,F01165,INPUT_PURCHASE,Seeds,0.062,98.0,6087.0
T015030,2021-06-27,2021-K,BRD-IND,F01670,INPUT_PURCHASE,Seeds,0.088,102.0,8951.0
T016286,2021-06-27,2021-K,BRD-DWS,F02341,INPUT_PURCHASE,Fertilizer,0.307,46.0,14061.0
T014924,2021-06-27,2021-K,BRD-AUR,F01599,LOAN_REPAY,Loan EMI,,,5700.0
T015202,2021-06-27,2021-K,BRD-UJN,F01782,LOAN_REPAY,Loan EMI,,,7800.0
T016166,2021-06-28,2021-K,BRD-DWS,F02293,INPUT_PURCHASE,Fertilizer,0.269,48.0,12907.0
T014404,2021-06-28,2021-K,BRD-AMT,F01263,INPUT_PURCHASE,Fertilizer,0.15,59.0,8902.5
T016153,2021-06-28,2021-K,BRD-UJN,F02282,INPUT_PURCHASE,Plant Protection,0.152,675.47,102671.44
T016375,2021-06-28,2021-K,BRD-AUR,F02378,INPUT_PURCHASE,Fertilizer,0.217,31.96,6935.32
T015528,2021-06-28,2021-K,BRD-DWS,F01952,INPUT_PURCHASE,Fertilizer,0.046,46.0,2113.0
T015444,2021-06-28,2021-K,BRD-DWS,F01914,INPUT_PURCHASE,Fertilizer,0.215,44.0,9550.0
T015724,2021-06-28,2021-K,BRD-RTL,F02069,INPUT_PURCHASE,Seeds,0.149,103.25,15384.25
T016002,2021-06-28,2021-K,BRD-RTL,F02208,LOAN_REPAY,Loan EMI,,,5500.0
T016408,2021-06-28,2021-K,BRD-NSK,F02388,INPUT_PURCHASE,Fertilizer,0.268,42.93,11505.24
T015357,2021-06-28,2021-K,BRD-UJN,F01867,INPUT_PURCHASE,Other,0.121,247.46,29942.66
T014421,2021-06-28,2021-K,BRD-AMT,F01275,INPUT_PURCHASE,Seeds,0.266,100.0,26627.0
T014989,2021-06-28,2021-K,BRD-IND,F01642,INPUT_PURCHASE,Fertilizer,0.255,44.0,11243.0
T014733,2021-06-28,2021-K,BRD-AUR,F01476,INPUT_PURCHASE,Seeds,0.226,118.12,26695.12
T016422,2021-06-28,2021-K,BRD-NSK,F02392,INPUT_PURCHASE,Fertilizer,0.264,31.03,8191.92
T015690,2021-06-28,2021-K,BRD-DWS,F02055,INPUT_PURCHASE,Fertilizer,0.211,31.0,6533.0
T014678,2021-06-28,2021-K,BRD-NSK,F01425,INPUT_PURCHASE,Other,0.088,353.14,31076.32
T015317,2021-06-28,2021-K,BRD-UJN,F01844,INPUT_PURCHASE,Seeds,0.287,85.45,24524.15
T015783,2021-06-28,2021-K,BRD-RTL,F02091,INPUT_PURCHASE,Fertilizer,0.147,34.73,5105.31
T014925,2021-06-28,2021-K,BRD-AUR,F01599,LOAN_REPAY,Loan EMI,,,5600.0
T016172,2021-06-28,2021-K,BRD-NSK,F02294,LOAN_REPAY,Loan EMI,,,2300.0
T015789,2021-06-28,2021-K,BRD-RTL,F02093,INPUT_PURCHASE,Fertilizer,0.122,38.68,4718.96
T016008,2021-06-28,2021-K,BRD-RTL,F02209,INPUT_PURCHASE,Seeds,0.246,71.96,17702.16
T015670,2021-06-28,2021-K,BRD-DWS,F02043,LOAN_REPAY,Loan EMI,,,6900.0
