farmer_id,village,district,state,gid,lat,lon,landholding_acres,collection_distance_km,join_year
F01544,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,1.77,7.0,2015
F01545,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,2.31,6.0,2016
F01546,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,1.87,8.8,2017
F01547,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,2.88,4.8,2018
F01548,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,1.17,4.9,2019
F01549,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,3.01,5.1,2018
F01550,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,4.95,5.9,2019
F01551,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,3.23,5.5,2019
F01552,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,6.23,4.8,2018
F01553,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,1.26,5.3,2019
F01554,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,3.68,9.0,2016
F01555,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,2.13,4.8,2015
F01556,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,3.46,6.3,2018
F01557,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,2.1,8.0,2016
F01558,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,3.57,7.0,2015
F01559,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,4.8,8.1,2016
F01560,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,1.74,5.4,2016
F01561,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,2.07,7.6,2018
F01562,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,8.04,7.6,2017
F01563,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,2.42,6.0,2016
F01564,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,2.12,6.0,2017
F01565,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,2.28,5.6,2016
F01566,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,4.91,7.0,2015
F01567,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,2.93,5.8,2015
F01568,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,3.94,5.8,2015
F01569,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,2.77,7.3,2015
F01570,Karmad,Aurangabad,Maharashtra,BRD-AUR,19.9297,75.4488,5.55,6.2,2018
F01571,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,5.07,14.7,2019
F01572,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,2.38,15.3,2018
F01573,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,2.01,14.9,2018
F01574,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,4.17,14.3,2015
F01575,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,3.38,15.2,2018
F01576,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,1.48,16.1,2017
F01577,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,1.23,14.0,2019
F01578,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,1.07,13.7,2016
F01579,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,1.84,15.2,2016
F01580,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,1.57,12.7,2016
F01581,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,1.58,14.5,2018
F01582,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,2.21,13.1,2015
F01583,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,1.39,13.0,2015
F01584,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,1.11,12.7,2015
F01585,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,4.84,14.6,2016
F01586,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,3.95,13.6,2015
F01587,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,1.87,13.3,2019
F01588,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,1.86,13.6,2017
F01589,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,4.18,17.1,2018
F01590,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,1.08,14.3,2017
F01591,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,2.74,13.3,2018
F01592,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,2.79,13.0,2017
F01593,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,2.88,13.6,2017
F01594,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,3.97,15.0,2015
F01595,Padegaon,Aurangabad,Maharashtra,BRD-AUR,19.8646,75.3922,1.7,14.0,2018
F01596,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,2.36,19.7,2017
F01597,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,5.6,20.7,2016
F01598,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,1.94,20.7,2016
F01599,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,5.94,21.3,2018
F01600,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,2.14,21.7,2018
F01601,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,2.65,19.5,2015
F01602,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,4.33,22.0,2016
F01603,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,10.15,19.1,2018
F01604,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,1.61,19.9,2017
F01605,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,5.49,18.7,2015
F01606,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,1.53,20.1,2018
F01607,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,3.06,20.4,2019
F01608,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,2.36,19.1,2019
F01609,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,2.15,22.4,2017
F01610,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,2.34,20.2,2018
F01611,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,2.94,19.3,2016
F01612,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,2.24,21.0,2018
F01613,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,2.88,19.2,2015
F01614,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,2.33,19.3,2019
F01615,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,1.91,19.2,2019
F01616,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,1.33,20.4,2015
F01617,Shahapur,Aurangabad,Maharashtra,BRD-AUR,19.8895,75.0629,1.73,19.2,2016
F01618,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,1.61,26.1,2019
F01619,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,0.95,24.5,2018
F01620,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,4.74,25.9,2015
F01621,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,1.01,25.8,2016
F01622,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,6.57,27.3,2018
F01623,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,3.96,26.2,2018
F01624,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,3.28,25.6,2019
F01625,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,1.39,24.9,2018
F01626,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,2.07,27.5,2018
F01627,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,5.12,25.5,2016
F01628,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,2.11,26.8,2015
F01629,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,1.47,25.1,2018
F01630,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,1.92,28.1,2016
F01631,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,8.3,27.6,2016
F01632,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,1.29,25.6,2017
F01633,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,3.8,24.5,2019
F01634,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,5.47,27.2,2015
F01635,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,5.31,26.4,2016
F01636,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,2.48,27.6,2015
F01637,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,6.43,24.7,2017
F01638,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,0.76,26.5,2017
F01639,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,2.75,26.8,2019
F01640,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,5.88,24.9,2018
F01641,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,1.75,25.3,2018
F01642,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,1.51,25.7,2019
F01643,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,2.17,26.4,2018
F01644,Bicholi,Indore,Madhya Pradesh,BRD-IND,22.45,75.8249,4.63,25.9,2017
F01645,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,7.29,23.8,2015
F01646,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,2.25,25.2,2018
F01647,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,2.86,23.3,2016
F01648,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,0.88,24.4,2018
F01649,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,3.69,25.1,2018
F01650,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,2.07,24.9,2015
F01651,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,1.84,25.6,2017
F01652,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,1.97,27.8,2017
F01653,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,1.59,24.2,2018
F01654,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,8.55,25.2,2018
F01655,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,2.54,24.4,2016
F01656,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,1.57,23.5,2018
F01657,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,2.61,24.7,2017
F01658,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,5.09,24.2,2018
F01659,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,9.48,26.1,2019
F01660,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,1.53,26.4,2019
F01661,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,2.9,26.4,2015
F01662,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,1.84,23.1,2015
F01663,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,1.94,24.2,2015
F01664,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,1.66,23.4,2019
F01665,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,1.81,24.0,2016
F01666,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,2.18,25.5,2015
F01667,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,1.79,25.6,2015
F01668,Harsola,Indore,Madhya Pradesh,BRD-IND,22.4845,75.8069,4.19,24.1,2016
F01669,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,6.35,21.0,2015
F01670,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,3.26,20.5,2018
F01671,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,1.37,23.3,2019
F01672,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,3.81,20.9,2018
F01673,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,1.62,20.4,2019
F01674,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,2.15,22.5,2019
F01675,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,1.47,19.6,2016
F01676,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,2.79,20.1,2018
F01677,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,2.27,23.0,2018
F01678,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,2.55,21.5,2016
F01679,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,3.7,19.8,2015
F01680,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,2.36,22.5,2017
F01681,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,1.05,20.9,2019
F01682,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,0.61,19.5,2015
F01683,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,2.28,20.2,2018
F01684,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,3.56,19.5,2018
F01685,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,2.04,20.2,2016
F01686,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,2.37,21.9,2017
F01687,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,2.68,20.2,2017
F01688,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,3.48,19.3,2016
F01689,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,1.4,21.9,2015
F01690,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,0.72,20.2,2018
F01691,Kampel,Indore,Madhya Pradesh,BRD-IND,22.6452,76.1081,3.72,21.5,2015
F01692,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,2.2,11.9,2015
F01693,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,1.94,12.4,2015
F01694,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,2.31,10.9,2016
F01695,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,0.99,9.9,2015
F01696,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,1.98,11.5,2017
F01697,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,3.87,10.8,2018
F01698,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,1.33,10.1,2019
F01699,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,3.66,12.8,2017
F01700,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,3.32,11.0,2018
F01701,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,3.22,13.3,2016
F01702,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,3.31,10.8,2019
F01703,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,2.43,12.4,2019
F01704,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,2.29,10.1,2019
F01705,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,1.91,10.7,2019
F01706,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,2.77,13.5,2019
F01707,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,0.84,11.4,2019
F01708,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,2.62,10.1,2016
F01709,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,4.7,10.3,2017
F01710,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,3.3,11.5,2018
F01711,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,2.14,12.1,2016
F01712,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,1.17,10.7,2016
F01713,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,4.61,11.2,2019
F01714,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,2.48,10.0,2016
F01715,Mangliya,Indore,Madhya Pradesh,BRD-IND,22.795,76.0785,2.42,10.9,2019
F01716,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,2.51,20.1,2017
F01717,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,3.97,21.7,2016
F01718,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,3.27,20.0,2018
F01719,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,1.72,23.2,2019
F01720,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,4.64,23.6,2018
F01721,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,3.23,20.6,2015
F01722,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,2.8,20.7,2017
F01723,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,5.55,20.1,2017
F01724,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,12.0,21.1,2015
F01725,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,1.44,20.2,2016
F01726,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,2.13,21.5,2018
F01727,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,0.94,20.8,2018
F01728,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,2.33,25.2,2018
F01729,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,4.25,21.7,2015
F01730,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,2.52,20.8,2018
F01731,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,1.36,20.9,2019
F01732,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,3.48,21.7,2015
F01733,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,2.41,20.3,2016
F01734,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,7.7,20.0,2017
F01735,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,4.54,20.5,2019
F01736,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,0.72,20.0,2019
F01737,Sanwer,Indore,Madhya Pradesh,BRD-IND,22.8361,75.9942,4.04,21.4,2016
F01738,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,0.6,9.9,2019
F01739,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,3.54,9.4,2015
F01740,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,1.87,8.5,2018
F01741,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,1.64,10.3,2019
F01742,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,1.72,8.1,2017
F01743,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,4.14,8.7,2015
F01744,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,1.94,9.0,2018
F01745,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,2.82,10.2,2019
F01746,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,3.02,9.7,2015
F01747,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,2.84,9.4,2018
F01748,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,1.45,8.3,2019
F01749,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,5.01,8.0,2016
F01750,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,3.66,10.2,2018
F01751,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,3.66,11.2,2018
F01752,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,1.66,8.3,2017
F01753,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,3.36,13.0,2019
F01754,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,1.26,11.1,2015
F01755,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,5.57,8.6,2015
F01756,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,2.26,9.1,2018
F01757,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,1.66,10.9,2019
F01758,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,1.92,10.7,2019
F01759,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,1.59,8.1,2015
F01760,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,1.28,9.7,2015
F01761,Depalpur,Indore,Madhya Pradesh,BRD-IND,22.6682,76.0947,4.53,9.2,2018
F01762,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,3.98,20.5,2019
F01763,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,1.68,17.8,2016
F01764,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,3.29,18.0,2016
F01765,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,4.73,20.4,2016
F01766,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,1.73,21.0,2018
F01767,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,1.03,19.1,2019
F01768,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,4.4,18.6,2015
F01769,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,2.75,19.4,2015
F01770,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,1.86,18.7,2017
F01771,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,4.49,18.5,2017
F01772,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,3.47,19.3,2017
F01773,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,0.82,17.8,2016
F01774,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,2.99,18.1,2018
F01775,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,3.78,19.4,2019
F01776,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,3.15,18.8,2015
F01777,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,1.06,22.5,2019
F01778,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,2.11,19.5,2015
F01779,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,2.97,17.7,2016
F01780,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,3.83,18.6,2018
F01781,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,3.28,18.4,2018
F01782,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,9.72,18.0,2018
F01783,Barnagar,Ujjain,Madhya Pradesh,BRD-UJN,23.2867,75.7948,1.41,23.2,2015
F01784,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,1.93,9.1,2015
F01785,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,1.7,9.5,2015
F01786,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,3.55,10.2,2018
F01787,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,3.14,7.8,2017
F01788,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,7.74,12.3,2016
F01789,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,4.96,9.0,2019
F01790,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,1.81,9.1,2015
F01791,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,2.41,9.7,2015
F01792,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,3.48,11.8,2017
F01793,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,1.64,8.6,2015
F01794,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,1.61,9.5,2019
F01795,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,5.72,10.2,2016
F01796,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,3.02,8.9,2018
F01797,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,12.0,9.5,2015
F01798,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,9.85,8.4,2018
F01799,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,2.02,8.5,2017
F01800,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,2.63,9.4,2015
F01801,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,3.46,8.8,2016
F01802,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,1.04,8.6,2018
F01803,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,6.61,9.3,2017
F01804,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,1.34,12.2,2016
F01805,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,2.2,8.9,2016
F01806,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,2.21,7.9,2017
F01807,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,2.53,8.6,2019
F01808,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,3.96,8.4,2018
F01809,Khachrod,Ujjain,Madhya Pradesh,BRD-UJN,23.4075,75.7683,5.1,11.7,2015
