farmer_id,season,crop,estimated_yield_tons
F02248,2020-R,Wheat,4.962
F02249,2020-R,Mustard,3.154
F02250,2020-R,Mustard,3.057
F02251,2020-R,Mustard,1.725
F02252,2020-R,Wheat,6.073
F02253,2020-R,Mustard,1.63
F02254,2020-R,Mustard,2.085
F02255,2020-R,Gram,1.5
F02256,2020-R,Mustard,1.271
F02257,2020-R,Mustard,2.938
F02258,2020-R,Gram,1.092
F02259,2020-R,Mustard,4.091
F02260,2020-R,Wheat,1.952
F02261,2020-R,Wheat,10.011
F02262,2020-R,Wheat,4.89
F02263,2020-R,Gram,1.777
F02264,2020-R,Mustard,1.082
F02265,2020-R,Mustard,2.853
F02266,2020-R,Wheat,8.489
F02267,2020-R,Mustard,1.328
F02268,2020-R,Wheat,5.333
F02269,2020-R,Wheat,2.043
F02270,2020-R,Gram,3.029
F02271,2020-R,Wheat,4.143
F02272,2020-R,Mustard,3.552
F02273,2020-R,Mustard,1.503
F02274,2020-R,Wheat,1.772
F02275,2020-R,Mustard,1.47
F02276,2020-R,Wheat,4.539
F02277,2020-R,Gram,0.619
F02278,2020-R,Wheat,6.356
F02279,2020-R,Gram,1.926
F02280,2020-R,Wheat,3.662
F02281,2020-R,Mustard,3.565
F02282,2020-R,Wheat,2.151
F02283,2020-R,Wheat,6.657
F02284,2020-R,Mustard,2.706
F02285,2020-R,Wheat,2.625
F02286,2020-R,Gram,1.285
F02287,2020-R,Wheat,3.689
F02288,2020-R,Wheat,7.162
F02289,2020-R,Wheat,3.48
F02290,2020-R,Wheat,5.989
F02291,2020-R,Gram,3.249
F02292,2020-R,Wheat,9.353
F02293,2020-R,Mustard,2.27
F02294,2020-R,Wheat,8.898
F02295,2020-R,Wheat,4.775
F02296,2020-R,Gram,1.862
F02297,2020-R,Mustard,3.547
F02298,2020-R,Mustard,3.661
F02299,2020-R,Wheat,4.502
F02300,2020-R,Mustard,0.668
F02301,2020-R,Mustard,1.484
F02302,2020-R,Mustard,1.906
F02303,2020-R,Wheat,3.764
F02304,2020-R,Wheat,8.079
F02305,2020-R,Wheat,6.926
F02306,2020-R,Wheat,2.227
F02307,2020-R,Mustard,2.867
F02308,2020-R,Mustard,2.078
F02309,2020-R,Wheat,4.123
F02310,2020-R,Wheat,6.498
F02311,2020-R,Mustard,3.594
F02312,2020-R,Wheat,5.378
F02313,2020-R,Wheat,6.415
F02314,2020-R,Mustard,4.339
F02315,2020-R,Gram,1.202
F02316,2020-R,Mustard,1.598
F02317,2020-R,Wheat,8.843
F02318,2020-R,Mustard,1.777
F02319,2020-R,Wheat,6.186
F02320,2020-R,Mustard,2.003
F02321,2020-R,Mustard,1.791
F02322,2020-R,Wheat,8.381
F02323,2020-R,Wheat,1.527
F02324,2020-R,Wheat,4.62
F02325,2020-R,Wheat,7.603
F02326,2020-R,Mustard,4.32
F02327,2020-R,Wheat,4.662
F02328,2020-R,Wheat,16.242
F02329,2020-R,Gram,1.314
F02330,2020-R,Wheat,7.104
F02331,2020-R,Mustard,1.822
F02332,2020-R,Mustard,1.289
F02333,2020-R,Wheat,2.192
F02334,2020-R,Mustard,2.855
F02335,2020-R,Mustard,1.796
F02336,2020-R,Wheat,3.687
F02337,2020-R,Wheat,7.834
F02338,2020-R,Wheat,6.3
F02339,2020-R,Mustard,2.547
F02340,2020-R,Wheat,12.142
F02341,2020-R,Mustard,0.918
F02342,2020-R,Mustard,1.473
F02343,2020-R,Mustard,1.363
F02344,2020-R,Wheat,4.863
F02345,2020-R,Wheat,2.476
F02346,2020-R,Mustard,1.076
F02347,2020-R,Gram,1.237
F02348,2020-R,Mustard,2.767
F02349,2020-R,Wheat,14.821
F02350,2020-R,Mustard,5.326
F02351,2020-R,Wheat,3.478
F02352,2020-R,Mustard,1.842
F02353,2020-R,Wheat,3.297
F02354,2020-R,Wheat,6.22
F02355,2020-R,Wheat,5.514
F02356,2020-R,Mustard,2.96
F02357,2020-R,Wheat,3.933
F02358,2020-R,Wheat,6.118
F02359,2020-R,Wheat,5.718
F02360,2020-R,Mustard,3.446
F02361,2020-R,Wheat,2.176
F02362,2020-R,Gram,2.92
F02363,2020-R,Wheat,10.599
F02364,2020-R,Wheat,6.448
F02365,2020-R,Mustard,1.048
F02366,2020-R,Wheat,14.851
F02367,2020-R,Gram,1.543
F02368,2020-R,Gram,2.993
F02369,2020-R,Mustard,2.156
F02370,2020-R,Mustard,0.984
F02371,2020-R,Wheat,5.061
F02372,2020-R,Gram,3.47
F02373,2020-R,Mustard,8.32
F01001,2021-K,Cotton,1.05
F01003,2021-K,Cotton,0.964
F01003,2021-K,Soybean,1.344
F01004,2021-K,Cotton,1.115
F01005,2021-K,Cotton,3.762
F01008,2021-K,Cotton,1.039
F01008,2021-K,Soybean,1.313
F01009,2021-K,Cotton,1.097
F01011,2021-K,Cotton,3.571
F01012,2021-K,Cotton,2.143
F01012,2021-K,Soybean,2.905
F01013,2021-K,Cotton,1.927
F01014,2021-K,Cotton,0.926
F01014,2021-K,Soybean,1.286
F01015,2021-K,Cotton,2.792
F01017,2021-K,Cotton,2.387
F01017,2021-K,Soybean,3.309
F01019,2021-K,Cotton,1.632
F01019,2021-K,Soybean,1.961
F01020,2021-K,Cotton,0.502
F01021,2021-K,Cotton,1.526
F01021,2021-K,Soybean,2.12
F01022,2021-K,Cotton,1.221
F01022,2021-K,Soybean,1.689
F01023,2021-K,Cotton,1.309
F01027,2021-K,Cotton,1.485
F01027,2021-K,Soybean,2.0
F01028,2021-K,Cotton,2.206
F01029,2021-K,Cotton,1.748
F01030,2021-K,Cotton,0.503
F01030,2021-K,Soybean,0.634
F01031,2021-K,Cotton,1.988
F01032,2021-K,Cotton,1.235
F01034,2021-K,Cotton,0.874
F01035,2021-K,Cotton,0.75
F01035,2021-K,Soybean,0.878
F01036,2021-K,Cotton,1.282
F01036,2021-K,Soybean,1.852
F01037,2021-K,Cotton,0.986
F01037,2021-K,Soybean,1.286
F01038,2021-K,Cotton,4.616
F01038,2021-K,Soybean,6.345
F01040,2021-K,Cotton,2.216
F01042,2021-K,Cotton,2.6
F01043,2021-K,Cotton,3.879
F01043,2021-K,Soybean,4.053
F01044,2021-K,Cotton,2.726
F01044,2021-K,Soybean,3.23
F01045,2021-K,Cotton,1.75
F01046,2021-K,Cotton,0.687
F01046,2021-K,Soybean,0.825
F01047,2021-K,Cotton,0.847
F01047,2021-K,Soybean,1.163
F01048,2021-K,Cotton,0.658
F01048,2021-K,Soybean,0.827
F01050,2021-K,Cotton,3.421
F01051,2021-K,Cotton,1.745
F01052,2021-K,Cotton,2.198
F01052,2021-K,Soybean,2.98
F01053,2021-K,Cotton,2.511
F01054,2021-K,Cotton,3.805
F01055,2021-K,Cotton,1.731
F01057,2021-K,Cotton,2.041
F01057,2021-K,Soybean,2.494
F01058,2021-K,Cotton,3.455
F01059,2021-K,Cotton,1.718
F01062,2021-K,Cotton,2.98
F01063,2021-K,Cotton,0.993
F01064,2021-K,Cotton,3.556
F01066,2021-K,Cotton,2.343
F01067,2021-K,Cotton,1.212
F01067,2021-K,Soybean,1.348
F01068,2021-K,Cotton,2.612
F01070,2021-K,Cotton,1.676
F01071,2021-K,Cotton,1.312
F01071,2021-K,Soybean,1.55
F01072,2021-K,Cotton,2.281
F01072,2021-K,Soybean,3.013
F01074,2021-K,Cotton,0.739
F01075,2021-K,Cotton,4.251
F01076,2021-K,Cotton,1.74
F01078,2021-K,Cotton,1.159
F01079,2021-K,Cotton,1.303
F01079,2021-K,Soybean,1.589
F01081,2021-K,Cotton,2.061
F01082,2021-K,Cotton,1.146
F01083,2021-K,Cotton,1.188
F01083,2021-K,Soybean,1.668
F01085,2021-K,Cotton,2.207
F01085,2021-K,Soybean,2.825
F01086,2021-K,Cotton,2.222
F01087,2021-K,Cotton,3.003
F01088,2021-K,Cotton,0.74
F01089,2021-K,Cotton,3.397
F01089,2021-K,Soybean,4.325
F01090,2021-K,Cotton,1.133
F01090,2021-K,Soybean,1.436
F01091,2021-K,Cotton,2.919
F01092,2021-K,Cotton,1.704
F01092,2021-K,Soybean,1.93
F01093,2021-K,Cotton,5.028
F01095,2021-K,Cotton,0.861
F01095,2021-K,Soybean,1.102
F01098,2021-K,Cotton,0.924
F01098,2021-K,Soybean,1.224
F01099,2021-K,Cotton,2.395
F01099,2021-K,Soybean,2.932
F01100,2021-K,Cotton,1.055
F01100,2021-K,Soybean,1.467
F01102,2021-K,Cotton,1.797
F01102,2021-K,Soybean,2.423
F01104,2021-K,Cotton,3.368
F01104,2021-K,Soybean,4.476
F01105,2021-K,Cotton,2.647
F01105,2021-K,Soybean,3.237
F01107,2021-K,Cotton,1.996
F01107,2021-K,Soybean,2.707
F01109,2021-K,Cotton,1.412
F01110,2021-K,Cotton,1.897
F01111,2021-K,Cotton,1.781
F01112,2021-K,Cotton,2.567
F01113,2021-K,Cotton,1.896
F01114,2021-K,Cotton,1.926
F01115,2021-K,Cotton,2.131
F01115,2021-K,Soybean,2.772
F01116,2021-K,Cotton,1.58
F01117,2021-K,Cotton,1.483
F01120,2021-K,Cotton,2.257
F01120,2021-K,Soybean,2.638
F01121,2021-K,Cotton,0.833
F01121,2021-K,Soybean,0.976
F01122,2021-K,Cotton,0.604
F01122,2021-K,Soybean,0.749
F01123,2021-K,Cotton,1.4
F01125,2021-K,Cotton,1.463
F01125,2021-K,Soybean,1.793
F01126,2021-K,Cotton,1.308
F01127,2021-K,Cotton,4.784
F01128,2021-K,Cotton,1.209
F01128,2021-K,Soybean,1.519
F01130,2021-K,Cotton,1.304
F01131,2021-K,Cotton,1.426
F01131,2021-K,Soybean,1.847
F01132,2021-K,Cotton,2.707
F01132,2021-K,Soybean,3.192
F01133,2021-K,Cotton,0.827
F01133,2021-K,Soybean,1.056
F01135,2021-K,Cotton,1.257
F01137,2021-K,Cotton,2.059
F01138,2021-K,Cotton,1.595
F01139,2021-K,Cotton,1.059
F01140,2021-K,Cotton,1.033
F01141,2021-K,Cotton,1.619
F01142,2021-K,Cotton,0.969
F01142,2021-K,Soybean,1.259
F01143,2021-K,Cotton,1.46
F01146,2021-K,Cotton,0.989
F01147,2021-K,Cotton,2.389
F01147,2021-K,Soybean,2.868
F01148,2021-K,Cotton,0.666
F01149,2021-K,Cotton,1.5
F01150,2021-K,Cotton,2.966
F01150,2021-K,Soybean,3.59
F01151,2021-K,Cotton,0.507
F01151,2021-K,Soybean,0.619
F01152,2021-K,Cotton,2.826
F01153,2021-K,Cotton,2.172
F01155,2021-K,Soybean,0.918
F01158,2021-K,Soybean,2.569
F01159,2021-K,Soybean,3.435
F01160,2021-K,Soybean,2.234
F01160,2021-K,Cotton,1.765
F01162,2021-K,Soybean,2.152
F01163,2021-K,Soybean,4.402
F01164,2021-K,Soybean,3.191
F01165,2021-K,Soybean,3.189
F01168,2021-K,Soybean,2.383
F01169,2021-K,Soybean,3.333
F01170,2021-K,Soybean,2.627
F01170,2021-K,Cotton,1.955
F01171,2021-K,Soybean,1.563
F01172,2021-K,Soybean,2.209
F01175,2021-K,Soybean,5.662
F01176,2021-K,Soybean,1.276
F01176,2021-K,Cotton,0.868
F01177,2021-K,Soybean,2.401
F01179,2021-K,Soybean,3.267
F01179,2021-K,Cotton,2.697
F01180,2021-K,Soybean,1.2
F01181,2021-K,Soybean,3.78
F01183,2021-K,Soybean,2.058
F01183,2021-K,Cotton,1.555
F01184,2021-K,Soybean,1.777
F01188,2021-K,Soybean,3.209
F01191,2021-K,Soybean,1.872
F01193,2021-K,Soybean,4.982
F01194,2021-K,Soybean,3.401
F01194,2021-K,Cotton,2.548
F01197,2021-K,Soybean,1.187
F01199,2021-K,Soybean,3.247
F01199,2021-K,Cotton,2.539
F01200,2021-K,Soybean,2.317
F01200,2021-K,Cotton,1.613
F01201,2021-K,Soybean,1.332
F01202,2021-K,Soybean,3.761
F01203,2021-K,Soybean,1.832
F01203,2021-K,Cotton,1.491
F01204,2021-K,Soybean,3.475
F01204,2021-K,Cotton,2.897
F01205,2021-K,Soybean,2.669
F01206,2021-K,Soybean,1.246
F01207,2021-K,Soybean,2.761
F01210,2021-K,Soybean,2.504
F01211,2021-K,Soybean,2.873
F01211,2021-K,Cotton,2.292
F01213,2021-K,Soybean,4.331
F01213,2021-K,Cotton,3.259
F01215,2021-K,Soybean,2.845
F01215,2021-K,Cotton,2.144
F01216,2021-K,Soybean,1.843
F01217,2021-K,Soybean,1.629
F01218,2021-K,Soybean,1.729
F01219,2021-K,Soybean,2.456
F01221,2021-K,Soybean,1.992
F01223,2021-K,Soybean,6.659
F01224,2021-K,Soybean,1.46
F01225,2021-K,Soybean,2.225
F01226,2021-K,Soybean,1.438
F01227,2021-K,Soybean,3.905
F01227,2021-K,Cotton,3.121
F01228,2021-K,Soybean,1.09
F01232,2021-K,Soybean,1.548
F01232,2021-K,Cotton,1.25
F01235,2021-K,Soybean,2.029
F01235,2021-K,Cotton,1.528
F01236,2021-K,Soybean,2.516
F01237,2021-K,Soybean,4.872
F01238,2021-K,Soybean,1.028
F01238,2021-K,Cotton,0.845
F01239,2021-K,Soybean,3.078
F01241,2021-K,Soybean,2.471
F01242,2021-K,Soybean,2.165
F01243,2021-K,Soybean,1.568
F01245,2021-K,Soybean,3.397
F01246,2021-K,Soybean,4.151
F01249,2021-K,Soybean,2.238
F01250,2021-K,Soybean,0.883
F01251,2021-K,Soybean,1.98
F01260,2021-K,Soybean,4.192
F01261,2021-K,Soybean,2.268
F01261,2021-K,Cotton,1.812
F01262,2021-K,Soybean,3.492
F01263,2021-K,Soybean,2.08
F01264,2021-K,Soybean,1.358
F01269,2021-K,Soybean,2.722
F01269,2021-K,Cotton,1.893
F01273,2021-K,Soybean,3.313
F01273,2021-K,Cotton,2.615
F01274,2021-K,Soybean,1.397
F01274,2021-K,Cotton,0.95
F01275,2021-K,Soybean,1.329
F01275,2021-K,Cotton,1.164
F01276,2021-K,Soybean,1.576
F01277,2021-K,Soybean,1.777
F01277,2021-K,Cotton,1.623
F01280,2021-K,Soybean,4.248
F01282,2021-K,Soybean,4.333
F01282,2021-K,Cotton,3.267
F01283,2021-K,Soybean,1.147
F01285,2021-K,Soybean,4.424
F01286,2021-K,Soybean,3.358
F01286,2021-K,Cotton,2.468
F01288,2021-K,Soybean,2.758
F01292,2021-K,Soybean,5.423
F01293,2021-K,Soybean,2.866
F01295,2021-K,Soybean,1.303
F01296,2021-K,Soybean,2.871
F01297,2021-K,Soybean,1.566
F01298,2021-K,Soybean,1.94
F01299,2021-K,Soybean,3.449
F01301,2021-K,Paddy,3.021
F01302,2021-K,Paddy,3.85
F01303,2021-K,Paddy,4.973
F01304,2021-K,Paddy,6.646
F01307,2021-K,Paddy,3.857
F01308,2021-K,Paddy,7.204
F01309,2021-K,Paddy,4.075
F01310,2021-K,Paddy,3.404
F01311,2021-K,Paddy,3.622
F01312,2021-K,Paddy,6.751
F01313,2021-K,Paddy,2.555
F01316,2021-K,Paddy,6.507
F01317,2021-K,Paddy,9.39
F01318,2021-K,Paddy,2.119
F01319,2021-K,Paddy,6.563
F01320,2021-K,Paddy,8.443
F01321,2021-K,Paddy,2.817
F01322,2021-K,Paddy,7.485
F01323,2021-K,Paddy,6.389
F01324,2021-K,Paddy,13.203
F01326,2021-K,Paddy,3.944
F01329,2021-K,Paddy,3.732
F01330,2021-K,Paddy,3.426
F01331,2021-K,Paddy,9.996
F01333,2021-K,Paddy,5.396
F01337,2021-K,Paddy,6.675
F01338,2021-K,Paddy,7.593
F01339,2021-K,Paddy,9.135
F01340,2021-K,Paddy,11.351
F01341,2021-K,Paddy,9.599
F01342,2021-K,Paddy,6.369
F01347,2021-K,Paddy,5.65
F01348,2021-K,Paddy,7.192
F01350,2021-K,Paddy,2.363
F01351,2021-K,Paddy,3.563
F01352,2021-K,Paddy,6.603
F01353,2021-K,Paddy,4.864
F01354,2021-K,Paddy,11.478
F01355,2021-K,Paddy,8.976
F01356,2021-K,Paddy,7.848
F01360,2021-K,Paddy,3.673
F01362,2021-K,Paddy,8.674
F01364,2021-K,Paddy,6.05
F01365,2021-K,Paddy,4.915
F01366,2021-K,Paddy,16.888
F01368,2021-K,Paddy,3.158
F01369,2021-K,Paddy,2.083
F01370,2021-K,Paddy,9.005
F01372,2021-K,Paddy,3.652
F01374,2021-K,Paddy,7.574
F01376,2021-K,Paddy,4.408
F01377,2021-K,Paddy,3.32
F01378,2021-K,Paddy,8.949
F01379,2021-K,Paddy,4.106
F01380,2021-K,Paddy,2.833
F01382,2021-K,Paddy,5.557
F01383,2021-K,Paddy,7.748
F01384,2021-K,Paddy,6.846
F01385,2021-K,Paddy,2.936
F01386,2021-K,Paddy,5.336
F01388,2021-K,Paddy,1.994
F01389,2021-K,Paddy,5.271
F01390,2021-K,Paddy,4.065
F01391,2021-K,Paddy,3.688
F01392,2021-K,Paddy,13.055
F01393,2021-K,Paddy,6.881
F01394,2021-K,Paddy,10.103
F01395,2021-K,Paddy,1.695
F01396,2021-K,Paddy,8.271
F01398,2021-K,Paddy,5.253
F01400,2021-K,Paddy,10.149
F01401,2021-K,Paddy,4.809
F01402,2021-K,Paddy,4.539
F01403,2021-K,Paddy,4.104
F01404,2021-K,Paddy,6.203
F01405,2021-K,Paddy,3.068
F01408,2021-K,Paddy,7.356
F01409,2021-K,Paddy,11.438
F01412,2021-K,Paddy,9.641
F01414,2021-K,Paddy,7.532
F01417,2021-K,Paddy,6.511
F01419,2021-K,Paddy,5.068
F01420,2021-K,Paddy,9.341
F01424,2021-K,Paddy,9.479
F01425,2021-K,Paddy,3.997
F01426,2021-K,Paddy,10.546
F01428,2021-K,Paddy,4.537
F01430,2021-K,Paddy,7.106
F01431,2021-K,Paddy,5.912
F01432,2021-K,Paddy,3.954
F01433,2021-K,Paddy,3.782
F01437,2021-K,Paddy,4.32
F01441,2021-K,Paddy,6.047
F01444,2021-K,Paddy,7.352
F01447,2021-K,Paddy,11.368
F01448,2021-K,Paddy,8.498
F01450,2021-K,Paddy,6.078
F01452,2021-K,Paddy,4.14
F01453,2021-K,Paddy,11.694
F01457,2021-K,Paddy,3.854
F01458,2021-K,Soybean,1.966
F01462,2021-K,Soybean,2.062
F01464,2021-K,Soybean,1.297
F01465,2021-K,Soybean,1.507
F01466,2021-K,Soybean,2.645
F01467,2021-K,Soybean,1.802
F01468,2021-K,Soybean,1.677
F01470,2021-K,Soybean,2.136
F01471,2021-K,Soybean,1.368
F01472,2021-K,Soybean,2.502
F01473,2021-K,Soybean,1.18
F01476,2021-K,Soybean,6.988
F01479,2021-K,Soybean,2.297
F01481,2021-K,Soybean,2.214
F01484,2021-K,Soybean,1.915
F01485,2021-K,Soybean,1.248
F01486,2021-K,Soybean,3.512
F01487,2021-K,Soybean,1.355
F01489,2021-K,Soybean,3.969
F01490,2021-K,Soybean,8.769
F01491,2021-K,Soybean,1.581
F01492,2021-K,Soybean,4.109
F01493,2021-K,Soybean,1.816
F01495,2021-K,Soybean,1.752
F01498,2021-K,Soybean,1.976
F01499,2021-K,Soybean,1.064
F01501,2021-K,Soybean,1.268
F01502,2021-K,Soybean,2.494
F01503,2021-K,Soybean,5.895
F01504,2021-K,Soybean,2.26
F01505,2021-K,Soybean,1.84
F01508,2021-K,Soybean,1.334
F01509,2021-K,Soybean,3.235
F01510,2021-K,Soybean,1.531
F01511,2021-K,Soybean,2.397
F01512,2021-K,Soybean,1.666
F01513,2021-K,Soybean,5.227
F01514,2021-K,Soybean,1.711
F01515,2021-K,Soybean,2.459
F01516,2021-K,Soybean,1.178
F01518,2021-K,Soybean,1.322
F01520,2021-K,Soybean,2.586
F01525,2021-K,Soybean,1.025
F01526,2021-K,Soybean,2.883
F01527,2021-K,Soybean,1.811
F01528,2021-K,Soybean,1.123
F01530,2021-K,Soybean,2.903
F01531,2021-K,Soybean,1.065
F01535,2021-K,Soybean,3.536
F01537,2021-K,Soybean,1.681
F01538,2021-K,Soybean,2.802
F01540,2021-K,Soybean,2.27
F01542,2021-K,Soybean,2.687
F01543,2021-K,Soybean,3.423
F01544,2021-K,Soybean,1.826
F01545,2021-K,Soybean,2.255
F01546,2021-K,Soybean,1.801
F01547,2021-K,Soybean,2.539
F01548,2021-K,Soybean,1.099
F01549,2021-K,Soybean,2.778
F01550,2021-K,Soybean,4.506
F01553,2021-K,Soybean,1.127
F01556,2021-K,Soybean,3.084
F01558,2021-K,Soybean,3.145
F01559,2021-K,Soybean,4.411
F01560,2021-K,Soybean,1.348
F01561,2021-K,Soybean,1.838
F01563,2021-K,Soybean,2.094
F01564,2021-K,Soybean,1.927
F01566,2021-K,Soybean,4.222
F01568,2021-K,Soybean,3.406
F01569,2021-K,Soybean,2.642
F01571,2021-K,Soybean,4.585
F01575,2021-K,Soybean,3.036
F01576,2021-K,Soybean,1.364
F01577,2021-K,Soybean,1.11
F01578,2021-K,Soybean,0.934
F01580,2021-K,Soybean,1.439
F01581,2021-K,Soybean,1.348
F01582,2021-K,Soybean,1.858
F01585,2021-K,Soybean,4.405
F01586,2021-K,Soybean,3.794
F01587,2021-K,Soybean,1.548
F01589,2021-K,Soybean,3.871
F01590,2021-K,Soybean,0.903
F01591,2021-K,Soybean,2.415
F01593,2021-K,Soybean,2.805
F01594,2021-K,Soybean,3.837
F01595,2021-K,Soybean,1.377
F01596,2021-K,Soybean,2.085
F01599,2021-K,Soybean,4.986
F01600,2021-K,Soybean,2.098
F01602,2021-K,Soybean,3.587
F01603,2021-K,Soybean,9.427
F01604,2021-K,Soybean,1.453
F01606,2021-K,Soybean,1.352
F01607,2021-K,Soybean,2.653
F01608,2021-K,Soybean,2.061
F01610,2021-K,Soybean,2.318
F01612,2021-K,Soybean,2.151
F01615,2021-K,Soybean,1.794
F01616,2021-K,Soybean,1.215
F01617,2021-K,Soybean,1.568
F01619,2021-K,Soybean,0.862
F01620,2021-K,Soybean,4.098
F01624,2021-K,Soybean,2.862
F01625,2021-K,Soybean,1.181
F01628,2021-K,Soybean,1.981
F01630,2021-K,Soybean,1.693
F01633,2021-K,Soybean,3.34
F01636,2021-K,Soybean,2.359
F01637,2021-K,Soybean,5.67
F01638,2021-K,Soybean,0.648
F01640,2021-K,Soybean,5.211
F01641,2021-K,Soybean,1.621
F01642,2021-K,Soybean,1.29
F01643,2021-K,Soybean,1.961
F01644,2021-K,Soybean,3.972
F01645,2021-K,Soybean,6.36
F01647,2021-K,Soybean,2.438
F01648,2021-K,Soybean,0.802
F01649,2021-K,Soybean,3.175
F01650,2021-K,Soybean,1.859
F01653,2021-K,Soybean,1.468
F01654,2021-K,Soybean,7.895
F01655,2021-K,Soybean,2.153
F01656,2021-K,Soybean,1.386
F01658,2021-K,Soybean,4.624
F01659,2021-K,Soybean,8.619
F01660,2021-K,Soybean,1.4
F01661,2021-K,Soybean,2.898
F01662,2021-K,Soybean,1.583
F01665,2021-K,Soybean,1.631
F01666,2021-K,Soybean,1.89
F01667,2021-K,Soybean,1.534
F01669,2021-K,Soybean,5.52
F01670,2021-K,Soybean,2.732
F01671,2021-K,Soybean,1.142
F01675,2021-K,Soybean,1.285
F01677,2021-K,Soybean,1.968
F01679,2021-K,Soybean,3.523
F01680,2021-K,Soybean,2.035
F01681,2021-K,Soybean,0.978
F01682,2021-K,Soybean,0.594
F01684,2021-K,Soybean,3.104
F01687,2021-K,Soybean,2.452
F01688,2021-K,Soybean,2.824
F01689,2021-K,Soybean,1.397
F01690,2021-K,Soybean,0.647
F01692,2021-K,Soybean,1.923
F01693,2021-K,Soybean,1.781
F01694,2021-K,Soybean,2.23
F01695,2021-K,Soybean,0.865
F01696,2021-K,Soybean,1.694
F01699,2021-K,Soybean,3.397
F01702,2021-K,Soybean,2.733
F01703,2021-K,Soybean,2.193
F01706,2021-K,Soybean,2.663
F01707,2021-K,Soybean,0.81
F01709,2021-K,Soybean,4.536
F01711,2021-K,Soybean,1.928
F01714,2021-K,Soybean,2.219
F01715,2021-K,Soybean,2.091
F01717,2021-K,Soybean,3.73
F01718,2021-K,Soybean,3.126
F01719,2021-K,Soybean,1.575
F01720,2021-K,Soybean,4.17
F01722,2021-K,Soybean,2.51
F01723,2021-K,Soybean,5.163
F01724,2021-K,Soybean,10.201
F01725,2021-K,Soybean,1.263
F01726,2021-K,Soybean,1.917
F01729,2021-K,Soybean,3.73
F01730,2021-K,Soybean,2.387
F01732,2021-K,Soybean,3.128
F01734,2021-K,Soybean,7.163
F01736,2021-K,Soybean,0.645
F01738,2021-K,Soybean,0.536
F01739,2021-K,Soybean,3.066
F01740,2021-K,Soybean,1.74
F01741,2021-K,Soybean,1.411
F01742,2021-K,Soybean,1.521
F01743,2021-K,Soybean,3.679
F01746,2021-K,Soybean,3.037
F01747,2021-K,Soybean,2.71
F01748,2021-K,Soybean,1.254
F01750,2021-K,Soybean,3.306
F01752,2021-K,Soybean,1.417
F01753,2021-K,Soybean,3.029
F01754,2021-K,Soybean,1.035
F01755,2021-K,Soybean,5.297
F01756,2021-K,Soybean,1.934
F01757,2021-K,Soybean,1.497
F01759,2021-K,Soybean,1.344
F01760,2021-K,Soybean,1.066
F01763,2021-K,Soybean,1.53
F01764,2021-K,Soybean,3.013
F01765,2021-K,Soybean,4.23
F01766,2021-K,Soybean,1.499
F01770,2021-K,Soybean,1.587
F01772,2021-K,Soybean,3.307
F01774,2021-K,Soybean,2.481
F01775,2021-K,Soybean,3.472
F01777,2021-K,Soybean,0.88
F01779,2021-K,Soybean,2.679
F01780,2021-K,Soybean,3.549
F01781,2021-K,Soybean,2.979
F01782,2021-K,Soybean,8.566
F01783,2021-K,Soybean,1.316
F01784,2021-K,Soybean,1.771
F01786,2021-K,Soybean,3.197
F01787,2021-K,Soybean,2.606
F01788,2021-K,Soybean,7.285
F01789,2021-K,Soybean,4.37
F01791,2021-K,Soybean,2.356
F01792,2021-K,Soybean,2.907
F01794,2021-K,Soybean,1.399
F01795,2021-K,Soybean,4.834
F01796,2021-K,Soybean,2.416
F01798,2021-K,Soybean,9.137
F01800,2021-K,Soybean,2.229
F01801,2021-K,Soybean,3.145
F01803,2021-K,Soybean,6.012
F01805,2021-K,Soybean,1.913
F01806,2021-K,Soybean,2.112
F01807,2021-K,Soybean,2.38
F01808,2021-K,Soybean,3.613
F01809,2021-K,Soybean,4.779
F01812,2021-K,Soybean,0.661
F01815,2021-K,Soybean,1.302
F01817,2021-K,Soybean,0.89
F01818,2021-K,Soybean,3.157
F01819,2021-K,Soybean,1.245
F01820,2021-K,Soybean,0.684
F01821,2021-K,Soybean,1.744
F01823,2021-K,Soybean,0.81
F01824,2021-K,Soybean,3.484
F01825,2021-K,Soybean,4.828
F01827,2021-K,Soybean,1.333
F01829,2021-K,Soybean,4.066
F01830,2021-K,Soybean,1.808
F01831,2021-K,Soybean,3.712
F01833,2021-K,Soybean,1.806
F01835,2021-K,Soybean,3.659
F01837,2021-K,Soybean,1.895
F01838,2021-K,Soybean,4.597
F01839,2021-K,Soybean,2.148
F01841,2021-K,Soybean,1.582
F01842,2021-K,Soybean,2.034
F01843,2021-K,Soybean,1.66
F01844,2021-K,Soybean,1.837
F01845,2021-K,Soybean,2.321
F01846,2021-K,Soybean,2.33
F01848,2021-K,Soybean,3.107
F01849,2021-K,Soybean,2.183
F01851,2021-K,Soybean,5.06
F01852,2021-K,Soybean,9.812
F01857,2021-K,Soybean,0.986
F01858,2021-K,Soybean,1.741
F01859,2021-K,Soybean,2.308
F01861,2021-K,Soybean,2.577
F01863,2021-K,Soybean,2.869
F01864,2021-K,Soybean,0.868
F01865,2021-K,Soybean,3.684
F01866,2021-K,Soybean,1.654
F01867,2021-K,Soybean,1.291
F01868,2021-K,Soybean,3.595
F01869,2021-K,Soybean,2.281
F01870,2021-K,Soybean,2.317
F01872,2021-K,Soybean,2.023
F01873,2021-K,Soybean,1.413
