farmer_id,season,side_share,yield_factor,severe_drought,defected_after
F01769,2022-K,0.0,1.054,False,True
F01770,2022-K,0.0,1.03,False,True
F01771,2022-K,0.0,1.005,False,True
F01772,2022-K,0.542,0.932,False,False
F01773,2022-K,0.0,0.969,False,True
F01774,2022-K,0.778,1.01,False,False
F01775,2022-K,0.0,1.035,False,True
F01776,2022-K,0.0,1.004,False,True
F01777,2022-K,0.0,1.008,False,True
F01779,2022-K,0.844,1.015,False,False
F01780,2022-K,0.0,1.045,False,True
F01781,2022-K,0.746,0.945,False,False
F01782,2022-K,0.505,0.99,False,False
F01783,2022-K,0.764,1.037,False,False
F01784,2022-K,0.86,0.999,False,False
F01786,2022-K,0.827,0.936,False,False
F01787,2022-K,0.731,1.054,False,False
F01788,2022-K,0.882,1.001,False,False
F01789,2022-K,0.0,0.934,False,True
F01790,2022-K,0.0,0.949,False,True
F01791,2022-K,0.88,0.938,False,False
F01792,2022-K,0.0,0.971,False,True
F01793,2022-K,0.0,1.015,False,True
F01794,2022-K,0.584,0.986,False,False
F01795,2022-K,0.0,0.981,False,True
F01796,2022-K,0.0,0.991,False,True
F01797,2022-K,0.0,0.988,False,True
F01798,2022-K,0.58,0.986,False,False
F01800,2022-K,0.507,1.044,False,False
F01801,2022-K,0.457,0.922,False,False
F01802,2022-K,0.0,0.962,False,True
F01803,2022-K,0.773,1.053,False,False
F01804,2022-K,0.0,1.011,False,True
F01805,2022-K,0.906,0.941,False,False
F01806,2022-K,0.899,1.046,False,False
F01807,2022-K,0.0,0.928,False,True
F01808,2022-K,0.819,1.042,False,False
F01809,2022-K,0.732,0.943,False,False
F01810,2022-K,0.0,1.054,False,True
F01812,2022-K,0.0,0.947,False,True
F01813,2022-K,0.0,1.055,False,True
F01814,2022-K,0.0,0.926,False,True
F01815,2022-K,0.7,0.966,False,False
F01816,2022-K,0.0,1.044,False,True
F01817,2022-K,0.795,1.057,False,False
F01818,2022-K,0.757,1.054,False,False
F01819,2022-K,0.0,1.008,False,True
F01820,2022-K,0.0,0.993,False,True
F01821,2022-K,0.0,0.995,False,True
F01822,2022-K,0.0,1.024,False,True
F01823,2022-K,0.884,1.041,False,False
F01824,2022-K,0.0,0.945,False,True
F01825,2022-K,0.873,0.985,False,False
F01826,2022-K,0.0,0.926,False,True
F01827,2022-K,0.0,0.924,False,True
F01828,2022-K,0.0,1.006,False,True
F01829,2022-K,0.598,0.975,False,False
F01830,2022-K,0.0,0.968,False,True
F01831,2022-K,0.731,0.986,False,False
F01832,2022-K,0.0,1.027,False,True
F01833,2022-K,0.824,0.961,False,False
F01834,2022-K,0.0,0.95,False,True
F01835,2022-K,0.0,0.982,False,True
F01837,2022-K,0.484,0.931,False,False
F01838,2022-K,0.789,1.052,False,False
F01839,2022-K,0.808,0.992,False,False
F01840,2022-K,0.0,1.011,False,True
F01841,2022-K,0.0,0.929,False,True
F01842,2022-K,0.784,1.021,False,False
F01843,2022-K,0.512,1.001,False,False
F01844,2022-K,0.817,1.038,False,False
F01845,2022-K,0.0,0.962,False,True
F01846,2022-K,0.528,0.926,False,False
F01847,2022-K,0.0,1.007,False,True
F01848,2022-K,0.83,0.965,False,False
F01849,2022-K,0.751,0.995,False,False
F01850,2022-K,0.0,0.959,False,True
F01851,2022-K,0.737,1.058,False,False
F01852,2022-K,0.829,0.977,False,False
F01853,2022-K,0.0,1.047,False,True
F01854,2022-K,0.0,0.974,False,True
F01855,2022-K,0.0,0.92,False,True
F01856,2022-K,0.0,0.981,False,True
F01857,2022-K,0.0,0.98,False,True
F01858,2022-K,0.475,1.029,False,False
F01859,2022-K,0.828,0.949,False,False
F01860,2022-K,0.0,1.04,False,True
F01861,2022-K,0.0,1.029,False,True
F01862,2022-K,0.0,0.983,False,True
F01863,2022-K,0.0,0.953,False,True
F01864,2022-K,0.0,0.922,False,True
F01865,2022-K,0.496,1.027,False,False
F01866,2022-K,0.787,1.05,False,False
F01867,2022-K,0.719,0.926,False,False
F01868,2022-K,0.0,1.048,False,True
F01869,2022-K,0.0,1.052,False,True
F01870,2022-K,0.0,1.051,False,True
F01871,2022-K,0.0,0.982,False,True
F01872,2022-K,0.0,1.059,False,True
F01873,2022-K,0.462,1.018,False,False
F01874,2022-K,0.0,1.059,False,True
F01875,2022-K,0.896,0.996,False,False
F01876,2022-K,0.926,0.977,False,False
F01877,2022-K,0.0,1.05,False,True
F01878,2022-K,0.74,1.045,False,False
F01879,2022-K,0.0,1.003,False,True
F01880,2022-K,0.857,0.992,False,False
F01881,2022-K,0.863,1.009,False,False
F01882,2022-K,0.914,1.057,False,False
F01883,2022-K,0.0,1.004,False,True
F01884,2022-K,0.0,0.932,False,True
F01885,2022-K,0.0,1.002,False,True
F01886,2022-K,0.79,0.947,False,False
F01887,2022-K,0.0,1.021,False,True
F01888,2022-K,0.0,1.059,False,True
F01889,2022-K,0.775,0.943,False,True
F01890,2022-K,0.559,0.96,False,False
F01891,2022-K,0.547,1.058,False,False
F01892,2022-K,0.0,0.953,False,True
F01893,2022-K,0.589,1.012,False,False
F01894,2022-K,0.0,0.922,False,True
F01895,2022-K,0.0,1.029,False,True
F01896,2022-K,0.0,0.983,False,True
F01897,2022-K,0.0,1.053,False,True
F01898,2022-K,0.0,1.052,False,True
F01899,2022-K,0.782,0.935,False,False
F01900,2022-K,0.0,0.935,False,True
F01901,2022-K,0.0,0.932,False,True
F01902,2022-K,0.0,0.93,False,True
F01903,2022-K,0.792,0.921,False,False
F01904,2022-K,0.329,1.021,False,True
F01905,2022-K,0.507,0.961,False,False
F01906,2022-K,0.0,0.967,False,True
F01907,2022-K,0.789,1.044,False,False
F01908,2022-K,0.573,1.059,False,False
F01909,2022-K,0.487,1.055,False,False
F01910,2022-K,0.0,0.978,False,True
F01911,2022-K,0.0,0.994,False,True
F01912,2022-K,0.0,0.963,False,True
F01913,2022-K,0.475,0.942,False,False
F01914,2022-K,0.567,0.979,False,False
F01915,2022-K,0.889,0.924,False,False
F01916,2022-K,0.781,0.954,False,False
F01917,2022-K,0.745,0.992,False,False
F01918,2022-K,0.811,0.929,False,False
F01919,2022-K,0.0,0.924,False,True
F01920,2022-K,0.594,1.038,False,False
F01921,2022-K,0.726,0.952,False,False
F01922,2022-K,0.89,1.029,False,False
F01923,2022-K,0.0,0.964,False,True
F01924,2022-K,0.0,1.007,False,True
F01925,2022-K,0.0,1.015,False,True
F01926,2022-K,0.0,1.025,False,True
F01927,2022-K,0.334,0.996,False,True
F01928,2022-K,0.0,1.021,False,True
F01929,2022-K,0.564,0.962,False,False
F01930,2022-K,0.0,1.024,False,True
F01931,2022-K,0.728,0.961,False,True
F01932,2022-K,0.0,1.041,False,True
F01933,2022-K,0.48,0.948,False,False
F01934,2022-K,0.491,0.958,False,False
F01935,2022-K,0.0,0.932,False,True
F01936,2022-K,0.0,1.025,False,True
F01937,2022-K,0.853,0.959,False,False
F01938,2022-K,0.0,1.028,False,True
F01939,2022-K,0.553,1.053,False,False
F01940,2022-K,0.838,1.038,False,False
F01941,2022-K,0.0,0.937,False,True
F01942,2022-K,0.0,0.999,False,True
F01943,2022-K,0.0,0.976,False,True
F01944,2022-K,0.0,1.008,False,True
F01945,2022-K,0.0,1.053,False,True
F01946,2022-K,0.0,0.948,False,True
F01947,2022-K,0.0,1.0,False,True
F01948,2022-K,0.594,1.025,False,False
F01949,2022-K,0.53,1.037,False,False
F01950,2022-K,0.0,1.036,False,True
F01951,2022-K,0.31,0.982,False,True
F01952,2022-K,0.181,1.054,False,False
F01953,2022-K,0.0,1.037,False,True
F01954,2022-K,0.0,0.981,False,True
F01955,2022-K,0.0,0.963,False,True
F01956,2022-K,0.0,1.011,False,True
F01957,2022-K,0.0,0.97,False,True
F01958,2022-K,0.516,0.968,False,False
F01959,2022-K,0.772,1.056,False,False
F01960,2022-K,0.0,0.937,False,True
F01961,2022-K,0.0,1.051,False,True
F01962,2022-K,0.0,1.059,False,True
F01963,2022-K,0.0,1.043,False,True
F01964,2022-K,0.832,0.943,False,False
F01965,2022-K,0.0,0.979,False,True
F01966,2022-K,0.0,0.933,False,True
F01967,2022-K,0.0,0.944,False,True
F01969,2022-K,0.579,1.025,False,False
F01970,2022-K,0.0,0.992,False,True
F01971,2022-K,0.0,1.017,False,True
F01972,2022-K,0.0,0.983,False,True
F01973,2022-K,0.789,1.031,False,False
F01974,2022-K,0.519,0.997,False,False
F01975,2022-K,0.0,1.033,False,True
F01976,2022-K,0.472,1.001,False,True
F01977,2022-K,0.0,0.982,False,True
F01978,2022-K,0.778,1.034,False,False
F01979,2022-K,0.793,1.045,False,False
F01980,2022-K,0.0,1.029,False,True
F01981,2022-K,0.0,0.951,False,True
F01982,2022-K,0.0,0.952,False,True
F01983,2022-K,0.177,1.052,False,True
F01984,2022-K,0.0,0.921,False,True
F01985,2022-K,0.0,1.045,False,True
F01986,2022-K,0.806,0.971,False,False
F01987,2022-K,0.0,1.024,False,True
F01988,2022-K,0.0,0.961,False,True
F01989,2022-K,0.91,0.923,False,True
F01990,2022-K,0.5,1.039,False,False
F01991,2022-K,0.537,0.934,False,False
F01992,2022-K,0.0,0.935,False,True
F01993,2022-K,0.0,0.99,False,True
F01994,2022-K,0.715,0.926,False,False
F01995,2022-K,0.0,0.929,False,True
F01996,2022-K,0.0,0.948,False,True
F01997,2022-K,0.0,1.023,False,True
F01998,2022-K,0.8,1.038,False,False
F01999,2022-K,0.0,1.045,False,True
F02001,2022-K,0.0,1.056,False,True
F02002,2022-K,0.72,0.96,False,False
F02003,2022-K,0.0,0.966,False,True
F02004,2022-K,0.0,1.036,False,True
F02005,2022-K,0.0,1.035,False,True
F02006,2022-K,0.0,1.042,False,True
F02007,2022-K,0.0,1.059,False,True
F02008,2022-K,0.0,1.037,False,True
F02009,2022-K,0.0,0.997,False,True
F02010,2022-K,0.0,0.959,False,True
F02011,2022-K,0.0,1.045,False,True
F02012,2022-K,0.552,0.942,False,False
F02013,2022-K,0.802,1.03,False,False
F02014,2022-K,0.0,0.998,False,True
F02015,2022-K,0.0,0.985,False,True
F02016,2022-K,0.0,0.973,False,True
F02017,2022-K,0.0,1.041,False,True
F02018,2022-K,0.0,1.06,False,True
F02019,2022-K,0.0,0.944,False,True
F02020,2022-K,0.82,1.025,False,False
F02021,2022-K,0.875,1.006,False,False
F02022,2022-K,0.797,0.961,False,False
F02023,2022-K,0.0,0.932,False,True
F02025,2022-K,0.0,0.923,False,True
F02026,2022-K,0.792,0.921,False,False
F02027,2022-K,0.0,1.04,False,True
F02028,2022-K,0.0,1.012,False,True
F02029,2022-K,0.0,0.963,False,True
F02030,2022-K,0.0,0.941,False,True
F02031,2022-K,0.859,0.922,False,False
F02033,2022-K,0.0,0.974,False,True
F02034,2022-K,0.0,0.932,False,True
F02035,2022-K,0.866,0.973,False,False
F02036,2022-K,0.569,0.948,False,False
F02037,2022-K,0.0,0.934,False,True
F02038,2022-K,0.858,1.009,False,False
F02039,2022-K,0.0,1.019,False,True
F02040,2022-K,0.0,1.038,False,True
F02041,2022-K,0.717,1.008,False,False
F02042,2022-K,0.766,0.986,False,False
F02043,2022-K,0.0,1.055,False,True
F02044,2022-K,0.847,0.945,False,False
F02045,2022-K,0.0,0.979,False,True
F02046,2022-K,0.769,1.055,False,False
F02047,2022-K,0.0,1.056,False,True
F02048,2022-K,0.0,1.024,False,True
F02049,2022-K,0.713,0.965,False,False
F02050,2022-K,0.0,0.947,False,True
F02051,2022-K,0.0,0.994,False,True
F02052,2022-K,0.22,0.952,False,True
F02053,2022-K,0.711,0.986,False,False
F02055,2022-K,0.526,0.947,False,False
F02056,2022-K,0.0,1.04,False,True
F02057,2022-K,0.219,0.973,False,False
F02058,2022-K,0.0,0.988,False,True
F02059,2022-K,0.0,1.02,False,True
F02060,2022-K,0.81,0.958,False,False
F02061,2022-K,0.859,0.987,False,False
F02062,2022-K,0.0,0.951,False,True
F02063,2022-K,0.0,0.174,True,True
F02064,2022-K,0.258,0.231,True,False
F02065,2022-K,0.863,0.157,True,False
F02066,2022-K,0.799,0.212,True,False
F02067,2022-K,0.864,0.317,True,False
F02068,2022-K,0.767,0.192,True,False
F02069,2022-K,0.0,0.201,True,True
F02070,2022-K,0.519,0.21,True,True
F02071,2022-K,0.0,0.214,True,True
F02072,2022-K,0.29,0.149,True,True
F02073,2022-K,0.563,0.235,True,False
F02074,2022-K,0.0,0.311,True,True
F02075,2022-K,0.0,0.224,True,True
F02076,2022-K,0.824,0.199,True,False
F02077,2022-K,0.0,0.146,True,True
F02078,2022-K,0.0,0.303,True,True
F02079,2022-K,0.831,0.282,True,False
F02080,2022-K,0.808,0.201,True,False
F02081,2022-K,0.0,0.162,True,True
F02082,2022-K,0.0,0.292,True,True
F02083,2022-K,0.9,0.28,True,False
F02084,2022-K,0.0,0.186,True,True
F02085,2022-K,0.532,0.195,True,False
F02086,2022-K,0.895,0.283,True,False
F02087,2022-K,0.0,0.143,True,True
F02088,2022-K,0.867,0.262,True,False
F02089,2022-K,0.0,0.216,True,True
F02090,2022-K,0.857,0.187,True,False
F02091,2022-K,0.906,0.279,True,False
F02092,2022-K,0.825,0.297,True,False
F02093,2022-K,0.755,0.192,True,False
F02094,2022-K,0.0,0.235,True,True
F02095,2022-K,0.884,0.221,True,False
F02096,2022-K,0.855,0.154,True,False
F02097,2022-K,0.862,0.314,True,False
F02098,2022-K,0.0,0.249,True,True
F02099,2022-K,0.0,0.286,True,True
F02100,2022-K,0.0,0.162,True,True
F02101,2022-K,0.0,0.267,True,True
F02102,2022-K,0.0,0.202,True,True
F02103,2022-K,0.0,0.281,True,True
F02104,2022-K,0.736,0.306,True,False
F02105,2022-K,0.486,0.301,True,False
F02106,2022-K,0.469,0.308,True,False
F02107,2022-K,0.795,0.315,True,False
F02108,2022-K,0.553,0.164,True,False
F02109,2022-K,0.0,0.191,True,True
F02110,2022-K,0.0,0.165,True,True
F02111,2022-K,0.0,0.287,True,True
F02113,2022-K,0.0,0.225,True,True
F02114,2022-K,0.0,0.239,True,True
F02116,2022-K,0.0,0.275,True,True
F02117,2022-K,0.0,0.149,True,True
F02118,2022-K,0.0,0.164,True,True
F02119,2022-K,0.0,0.184,True,True
F02120,2022-K,0.0,0.181,True,True
F02121,2022-K,0.512,0.223,True,False
F02122,2022-K,0.0,0.222,True,True
F02123,2022-K,0.759,0.29,True,False
F02124,2022-K,0.0,0.251,True,True
F02125,2022-K,0.0,0.194,True,True
F02126,2022-K,0.0,0.32,True,True
F02127,2022-K,0.0,0.243,True,True
F02128,2022-K,0.507,0.203,True,False
F02129,2022-K,0.43,0.31,True,False
F02130,2022-K,0.0,0.307,True,True
F02131,2022-K,0.0,0.235,True,True
F02132,2022-K,0.0,0.313,True,True
F02133,2022-K,0.75,0.183,True,False
F02134,2022-K,0.505,0.316,True,True
F02135,2022-K,0.0,0.241,True,True
F02136,2022-K,0.0,0.23,True,True
F02137,2022-K,0.852,0.218,True,False
F02138,2022-K,0.438,0.251,True,False
F02139,2022-K,0.78,0.296,True,False
F02140,2022-K,0.0,0.189,True,True
F02141,2022-K,0.432,0.252,True,False
F02142,2022-K,0.0,0.306,True,True
F02143,2022-K,0.0,0.297,True,True
F02144,2022-K,0.843,0.274,True,False
F02145,2022-K,0.708,0.281,True,False
F02146,2022-K,0.878,0.148,True,False
F02147,2022-K,0.239,0.285,True,False
F02148,2022-K,0.0,0.241,True,True
F02149,2022-K,0.764,0.302,True,False
F02150,2022-K,0.0,0.17,True,True
F02151,2022-K,0.863,0.31,True,False
F02152,2022-K,0.0,0.248,True,True
F02153,2022-K,0.0,0.205,True,True
F02154,2022-K,0.777,0.295,True,False
F02155,2022-K,0.0,0.202,True,True
F02156,2022-K,0.793,0.278,True,False
F02157,2022-K,0.0,0.262,True,True
F02158,2022-K,0.841,0.227,True,False
F02159,2022-K,0.0,0.187,True,True
F02160,2022-K,0.0,0.264,True,True
F02161,2022-K,0.0,0.264,True,True
F02162,2022-K,0.644,0.257,True,False
F02163,2022-K,0.438,0.16,True,False
F02164,2022-K,0.0,0.156,True,True
F02165,2022-K,0.0,0.241,True,True
F02166,2022-K,0.0,0.25,True,True
F02167,2022-K,0.0,0.257,True,True
F02168,2022-K,0.509,0.274,True,False
F02169,2022-K,0.0,0.246,True,True
F02170,2022-K,0.0,0.309,True,True
F02172,2022-K,0.0,0.284,True,True
F02173,2022-K,0.0,0.258,True,True
F02174,2022-K,0.709,0.143,True,False
F02175,2022-K,0.0,0.172,True,True
F02176,2022-K,0.0,0.24,True,True
F02177,2022-K,0.0,0.251,True,True
F02178,2022-K,0.791,0.25,True,False
F02179,2022-K,0.0,0.281,True,True
F02180,2022-K,0.776,0.192,True,False
F02181,2022-K,0.461,0.187,True,False
F02182,2022-K,0.0,0.314,True,True
F02183,2022-K,0.0,0.142,True,True
F02184,2022-K,0.52,0.266,True,False
F02185,2022-K,0.717,0.308,True,False
F02186,2022-K,0.0,0.225,True,True
F02187,2022-K,0.0,0.18,True,True
F02188,2022-K,0.0,0.194,True,True
F02189,2022-K,0.688,0.177,True,False
F02190,2022-K,0.0,0.162,True,True
F02191,2022-K,0.534,0.163,True,False
F02192,2022-K,0.0,0.237,True,True
F02193,2022-K,0.0,0.279,True,True
F02195,2022-K,0.802,0.146,True,False
F02196,2022-K,0.499,0.268,True,False
F02197,2022-K,0.0,0.209,True,True
F02198,2022-K,0.0,0.257,True,True
F02199,2022-K,0.0,0.303,True,True
F02200,2022-K,0.0,0.294,True,True
F02201,2022-K,0.797,0.197,True,False
F02202,2022-K,0.558,0.309,True,False
F02203,2022-K,0.0,0.158,True,True
F02204,2022-K,0.0,0.272,True,True
F02205,2022-K,0.0,0.162,True,True
F02206,2022-K,0.0,0.193,True,True
F02207,2022-K,0.774,0.273,True,False
F02208,2022-K,0.51,0.191,True,False
F02209,2022-K,0.819,0.282,True,False
F02210,2022-K,0.803,0.149,True,False
F02211,2022-K,0.685,0.288,True,False
F02212,2022-K,0.0,0.238,True,True
F02214,2022-K,0.0,0.155,True,True
F02215,2022-K,0.0,0.259,True,True
F02216,2022-K,0.0,0.183,True,True
F02217,2022-K,0.706,0.242,True,False
F02218,2022-K,0.0,0.141,True,True
F02219,2022-K,0.0,0.942,False,True
F02220,2022-K,0.498,0.938,False,False
F02221,2022-K,0.0,0.983,False,True
F02222,2022-K,0.814,1.018,False,False
F02223,2022-K,0.0,1.012,False,True
F02224,2022-K,0.0,0.943,False,True
F02225,2022-K,0.832,0.951,False,False
F02226,2022-K,0.599,1.017,False,False
F02227,2022-K,0.838,0.95,False,False
F02228,2022-K,0.0,0.938,False,True
F02229,2022-K,0.0,0.985,False,True
F02231,2022-K,0.834,0.973,False,False
F02232,2022-K,0.0,1.046,False,True
F02233,2022-K,0.8,0.976,False,False
F02234,2022-K,0.745,0.932,False,False
F02235,2022-K,0.0,0.94,False,True
F02236,2022-K,0.0,0.983,False,True
F02237,2022-K,0.0,0.996,False,True
F02238,2022-K,0.0,0.969,False,True
F02239,2022-K,0.719,1.054,False,False
F02240,2022-K,0.0,1.033,False,True
F02241,2022-K,0.0,0.929,False,True
F02242,2022-K,0.541,0.964,False,False
F02243,2022-K,0.832,0.97,False,False
F02244,2022-K,0.84,1.015,False,False
F02245,2022-K,0.764,0.966,False,False
F02246,2022-K,0.0,0.93,False,True
F02247,2022-K,0.0,0.954,False,True
F02248,2022-K,0.838,1.03,False,False
F02249,2022-K,0.0,0.968,False,True
F02250,2022-K,0.563,0.946,False,False
F02251,2022-K,0.683,0.245,True,False
F02252,2022-K,0.797,1.01,False,False
F02253,2022-K,0.0,0.155,True,True
F02254,2022-K,0.0,0.194,True,True
F02255,2022-K,0.0,0.999,False,True
F02256,2022-K,0.0,1.01,False,True
F02257,2022-K,0.0,0.259,True,True
F02258,2022-K,0.0,0.961,False,True
F02259,2022-K,0.0,0.961,False,True
F02261,2022-K,0.869,0.952,False,False
F02262,2022-K,0.751,0.927,False,False
F02263,2022-K,0.745,0.925,False,False
F02264,2022-K,0.0,0.995,False,True
F02265,2022-K,0.0,0.233,True,True
F02266,2022-K,0.754,0.986,False,False
F02267,2022-K,0.0,1.013,False,True
F02268,2022-K,0.0,1.018,False,True
F02269,2022-K,0.0,0.948,False,True
F02270,2022-K,0.724,0.932,False,False
F02271,2022-K,0.0,0.974,False,True
F02272,2022-K,0.464,0.303,True,False
F02273,2022-K,0.825,1.009,False,False
F02274,2022-K,0.881,0.993,False,False
F02275,2022-K,0.718,0.997,False,False
F02276,2022-K,0.0,0.981,False,True
F02277,2022-K,0.0,1.015,False,True
F02278,2022-K,0.0,1.013,False,True
F02279,2022-K,0.808,1.057,False,False
F02280,2022-K,0.737,0.952,False,False
F02281,2022-K,0.704,1.016,False,False
F02282,2022-K,0.0,1.023,False,True
F02283,2022-K,0.0,0.952,False,True
F02285,2022-K,0.869,0.96,False,False
F02286,2022-K,0.0,1.001,False,True
F02287,2022-K,0.751,1.037,False,False
F02288,2022-K,0.0,0.994,False,True
F02289,2022-K,0.511,1.0,False,False
F02290,2022-K,0.0,0.943,False,True
F02291,2022-K,0.0,1.005,False,True
F02292,2022-K,0.88,0.979,False,False
F02293,2022-K,0.763,1.007,False,False
F02294,2022-K,0.91,0.964,False,False
F02295,2022-K,0.0,0.927,False,True
F02296,2022-K,0.845,0.957,False,False
F02297,2022-K,0.0,0.944,False,True
F02298,2022-K,0.536,1.017,False,False
F02299,2022-K,0.498,0.967,False,False
F02300,2022-K,0.774,0.943,False,False
F02301,2022-K,0.734,0.964,False,False
F02302,2022-K,0.672,0.977,False,False
F02303,2022-K,0.0,0.98,False,True
F02304,2022-K,0.75,0.949,False,False
F02305,2022-K,0.565,0.95,False,False
F02306,2022-K,0.593,1.006,False,False
F02307,2022-K,0.786,1.058,False,False
F02308,2022-K,0.732,0.309,True,False
F02309,2022-K,0.511,1.049,False,False
F02310,2022-K,0.881,0.93,False,False
F02311,2022-K,0.0,0.925,False,True
F02312,2022-K,0.0,0.981,False,True
F02313,2022-K,0.522,1.035,False,False
F02314,2022-K,0.0,0.98,False,True
F02315,2022-K,0.0,1.024,False,True
F02316,2022-K,0.675,0.215,True,False
F02317,2022-K,0.0,0.993,False,True
F02318,2022-K,0.0,1.028,False,True
F02319,2022-K,0.0,1.06,False,True
F02320,2022-K,0.0,1.029,False,True
F02321,2022-K,0.0,0.257,True,True
F02322,2022-K,0.699,1.018,False,True
F02323,2022-K,0.701,0.938,False,False
F02324,2022-K,0.0,0.993,False,True
F02325,2022-K,0.566,0.929,False,False
F02326,2022-K,0.0,1.053,False,True
F02327,2022-K,0.0,1.005,False,True
F02328,2022-K,0.476,0.967,False,False
F02329,2022-K,0.0,1.047,False,True
F02330,2022-K,0.0,1.026,False,True
F02331,2022-K,0.0,0.295,True,True
F02332,2022-K,0.743,0.169,True,True
F02333,2022-K,0.585,0.944,False,False
F02334,2022-K,0.922,0.943,False,False
F02335,2022-K,0.0,0.262,True,True
F02336,2022-K,0.599,0.974,False,False
F02337,2022-K,0.0,1.028,False,True
F02338,2022-K,0.792,0.982,False,False
F02339,2022-K,0.553,1.006,False,False
F02340,2022-K,0.794,0.982,False,False
F02341,2022-K,0.915,1.017,False,False
F02342,2022-K,0.491,0.972,False,False
F02343,2022-K,0.0,0.984,False,True
F02344,2022-K,0.0,0.995,False,True
F02345,2022-K,0.646,0.929,False,False
F02346,2022-K,0.0,1.042,False,True
F02347,2022-K,0.0,0.941,False,True
F02348,2022-K,0.46,1.057,False,False
F02349,2022-K,0.526,0.989,False,False
F02350,2022-K,0.0,0.287,True,True
F02351,2022-K,0.0,1.033,False,True
F02352,2022-K,0.786,0.2,True,False
F02353,2022-K,0.0,1.002,False,True
F02354,2022-K,0.315,0.936,False,True
F02355,2022-K,0.0,0.965,False,True
F02356,2022-K,0.427,0.19,True,False
F02357,2022-K,0.0,0.965,False,True
F02358,2022-K,0.573,0.975,False,False
F02359,2022-K,0.0,0.923,False,True
F02360,2022-K,0.887,1.047,False,False
F02361,2022-K,0.0,1.035,False,True
F02362,2022-K,0.0,1.047,False,True
F02363,2022-K,0.786,0.943,False,False
F02364,2022-K,0.0,0.994,False,True
F02365,2022-K,0.526,0.27,True,False
F02366,2022-K,0.827,1.004,False,False
F02367,2022-K,0.575,1.014,False,False
F02368,2022-K,0.475,1.018,False,False
F02369,2022-K,0.488,0.951,False,False
F02370,2022-K,0.0,0.98,False,True
F02371,2022-K,0.815,0.986,False,False
F02372,2022-K,0.539,0.956,False,False
F02373,2022-K,0.0,1.046,False,True
F02374,2022-K,0.565,1.05,False,False
F02375,2022-K,0.0,0.93,False,True
F02376,2022-K,0.0,0.982,False,True
F02377,2022-K,0.0,1.019,False,True
F02378,2022-K,0.203,0.99,False,True
F02379,2022-K,0.0,0.953,False,True
F02380,2022-K,0.317,0.98,False,True
F02381,2022-K,0.0,0.95,False,True
F02382,2022-K,0.803,0.925,False,False
F02383,2022-K,0.709,0.177,True,False
F02384,2022-K,0.0,1.017,False,True
F02385,2022-K,0.698,1.038,False,False
F02386,2022-K,0.466,0.158,True,False
F02387,2022-K,0.0,0.955,False,True
F02388,2022-K,0.691,1.039,False,False
F02389,2022-K,0.0,0.939,False,True
F02390,2022-K,0.69,0.982,False,False
F02391,2022-K,0.821,1.039,False,False
F02392,2022-K,0.744,1.014,False,False
F02393,2022-K,0.0,0.929,False,True
F02394,2022-K,0.489,0.984,False,False
F02395,2022-K,0.0,0.969,False,True
F02396,2022-K,0.47,0.985,False,False
F02397,2022-K,0.865,0.991,False,False
F02398,2022-K,0.622,0.265,True,False
F02399,2022-K,0.0,1.05,False,True
F02400,2022-K,0.664,1.056,False,False
F02401,2022-K,0.403,0.315,True,False
F02402,2022-K,0.0,0.987,False,True
F02403,2022-K,0.0,0.141,True,True
F02404,2022-K,0.262,0.983,False,True
F02405,2022-K,0.469,0.975,False,False
F02406,2022-K,0.815,0.929,False,False
F02407,2022-K,0.547,0.964,False,False
F02408,2022-K,0.84,1.029,False,False
F02409,2022-K,0.0,0.995,False,True
F02410,2022-K,0.0,1.031,False,True
F02411,2022-K,0.0,1.033,False,True
F02412,2022-K,0.812,0.978,False,False
F02413,2022-K,0.0,0.936,False,True
F02414,2022-K,0.0,1.007,False,True
F02415,2022-K,0.274,0.937,False,True
F02416,2022-K,0.0,0.953,False,True
F02417,2022-K,0.451,0.956,False,False
F02418,2022-K,0.765,0.96,False,False
F02419,2022-K,0.536,0.935,False,False
F02420,2022-K,0.459,0.963,False,False
F02421,2022-K,0.0,1.042,False,True
F02422,2022-K,0.769,1.054,False,False
F02423,2022-K,0.514,0.941,False,False
F02424,2022-K,0.0,0.97,False,True
F02425,2022-K,0.734,0.934,False,False
F02426,2022-K,0.478,1.049,False,False
F02427,2022-K,0.0,1.016,False,True
F02428,2022-K,0.704,1.059,False,False
F02429,2022-K,0.566,1.048,False,False
F02430,2022-K,0.662,0.284,True,False
F02431,2022-K,0.27,0.18,True,False
F02432,2022-K,0.574,1.041,False,False
F02433,2022-K,0.333,1.011,False,True
F02434,2022-K,0.618,1.0,False,False
F02435,2022-K,0.495,0.989,False,False
F02436,2022-K,0.0,1.005,False,True
F02437,2022-K,0.775,0.208,True,False
F02438,2022-K,0.331,1.016,False,True
F02439,2022-K,0.749,1.003,False,False
F02440,2022-K,0.736,1.008,False,False
F02441,2022-K,0.794,0.953,False,False
F02442,2022-K,0.779,0.974,False,False
F02443,2022-K,0.338,0.973,False,True
F02444,2022-K,0.762,0.967,False,False
F02445,2022-K,0.892,0.957,False,False
F02446,2022-K,0.294,0.96,False,True
F02447,2022-K,0.201,1.049,False,True
F02448,2022-K,0.0,0.942,False,True
F02449,2022-K,0.0,0.14,True,True
F02450,2022-K,0.684,0.968,False,False
F02451,2022-K,0.659,0.999,False,False
